year,exp,type,zone,todr_avg,todr_avg_loess
2092,ssp245,Widebody,Tropical,3194.72,3193.78645799365
2092,ssp585,Narrowbody,Tropical,2897.805,2896.78554390975
2092,ssp585,Widebody,Tropical,3200.145,3199.61551866432
2092,ssp126,Narrowbody,Tropical,2882.115,2885.24828843818
2092,ssp126,Widebody,Tropical,3189.955,3191.18658942902
2092,ssp370,Narrowbody,Tropical,2892.555,2894.16319146765
2092,ssp370,Widebody,Tropical,3196.71,3197.58114278709
2093,ssp126,Narrowbody,Tropical,2884.09,2885.2743069715
2093,ssp126,Widebody,Tropical,3190.02,3191.21815477929
2093,ssp245,Narrowbody,Tropical,2888.365,2889.08161132745
2093,ssp245,Widebody,Tropical,3192.575,3193.82128089861
2093,ssp370,Narrowbody,Tropical,2891.865,2894.3849996676
2093,ssp370,Widebody,Tropical,3196.02,3197.73603112634
2093,ssp585,Narrowbody,Tropical,2898.035,2897.00294215515
2093,ssp585,Widebody,Tropical,3200.915,3199.78607429837
2094,ssp126,Narrowbody,Tropical,2888.555,2885.30422928874
2094,ssp126,Widebody,Tropical,3192.74,3191.25303008326
2094,ssp370,Narrowbody,Tropical,2895.72,2894.6130858801
2094,ssp370,Widebody,Tropical,3198.085,3197.8946917343
2094,ssp585,Narrowbody,Tropical,2896.555,2897.22163282325
2094,ssp585,Widebody,Tropical,3199.115,3199.95753342209
2094,ssp245,Narrowbody,Tropical,2889.725,2889.10457039956
2094,ssp245,Widebody,Tropical,3194.445,3193.85619189657
2095,ssp245,Narrowbody,Tropical,2891.255,2889.12606185244
2095,ssp245,Widebody,Tropical,3194.84,3193.89113745741
2095,ssp585,Narrowbody,Tropical,2897.055,2897.4415121935
2095,ssp585,Widebody,Tropical,3199.73,3200.12986529605
2095,ssp370,Narrowbody,Tropical,2897.485,2894.84718069457
2095,ssp370,Widebody,Tropical,3198.985,3198.05696296392
2095,ssp126,Narrowbody,Tropical,2888.86,2885.3378529261
2095,ssp126,Widebody,Tropical,3193.005,3191.29104740319
2096,ssp370,Narrowbody,Tropical,2893.6,2895.08701470042
2096,ssp370,Widebody,Tropical,3198.21,3198.22268316819
2096,ssp585,Narrowbody,Tropical,2895.205,2897.66247654535
2096,ssp585,Widebody,Tropical,3198.255,3200.30303918086
2096,ssp245,Narrowbody,Tropical,2888.225,2889.14607300024
2096,ssp245,Widebody,Tropical,3193.625,3193.92606405097
2096,ssp126,Narrowbody,Tropical,2887.86,2885.37497541981
2096,ssp126,Widebody,Tropical,3193.355,3191.33203880137
2097,ssp126,Narrowbody,Tropical,2884.64,2885.41539430608
2097,ssp126,Widebody,Tropical,3191.11,3191.37583634006
2097,ssp585,Narrowbody,Tropical,2895.19,2897.88442215825
2097,ssp585,Widebody,Tropical,3198.59,3200.47702433709
2097,ssp245,Narrowbody,Tropical,2890.065,2889.16459115714
2097,ssp245,Widebody,Tropical,3193.585,3193.96091814711
2097,ssp370,Narrowbody,Tropical,2894.065,2895.33231848707
2097,ssp370,Widebody,Tropical,3197.88,3198.39169070009
2098,ssp585,Narrowbody,Tropical,2900.825,2898.10724531165
2098,ssp585,Widebody,Tropical,3202.025,3200.65179002532
2098,ssp245,Narrowbody,Tropical,2886.895,2889.18160363732
2098,ssp245,Widebody,Tropical,3192.79,3193.9956462157
2098,ssp370,Narrowbody,Tropical,2896.465,2895.58282264394
2098,ssp370,Widebody,Tropical,3198.805,3198.5638239126
2098,ssp126,Narrowbody,Tropical,2883.665,2885.45890712114
2098,ssp126,Widebody,Tropical,3190.35,3191.42227208154
2099,ssp585,Narrowbody,Tropical,2900.31,2898.330842285
2099,ssp585,Widebody,Tropical,3202.645,3200.82730550616
2099,ssp126,Narrowbody,Tropical,2884.4,2885.50531140119
2099,ssp126,Widebody,Tropical,3190.86,3191.47117808808
2099,ssp370,Narrowbody,Tropical,2897.5,2895.83825776044
2099,ssp370,Widebody,Tropical,3200.11,3198.7389211587
2099,ssp245,Narrowbody,Tropical,2889.65,2889.19709775493
2099,ssp245,Widebody,Tropical,3194.455,3194.03019472659
2100,ssp370,Narrowbody,Tropical,2896.585,2896.09835442599
2100,ssp370,Widebody,Tropical,3198.995,3198.91682079136
2100,ssp126,Narrowbody,Tropical,2886.91,2885.55440468246
2100,ssp126,Widebody,Tropical,3192.47,3191.52238642196
2100,ssp245,Narrowbody,Tropical,2888.385,2889.21106082415
2100,ssp245,Widebody,Tropical,3194.165,3194.06451014963
2100,ssp585,Narrowbody,Tropical,2897.515,2898.55510935774
2100,ssp585,Widebody,Tropical,3200.625,3201.00354004018
2015,ssp126,Narrowbody,Subtropical,3043.85,3042.4808384695
2015,ssp126,Widebody,Subtropical,3544.04,3541.67005614704
2015,ssp245,Narrowbody,Subtropical,3041.3,3041.64875069002
2015,ssp245,Widebody,Subtropical,3542.32,3541.63177092522
2015,ssp370,Narrowbody,Subtropical,3043.51,3042.39558969425
2015,ssp370,Widebody,Subtropical,3542.775,3542.07668089131
2015,ssp585,Narrowbody,Subtropical,3040.555,3042.77679091656
2015,ssp585,Widebody,Subtropical,3541.445,3542.34624985876
2016,ssp126,Narrowbody,Subtropical,3042.085,3042.60905847319
2016,ssp126,Widebody,Subtropical,3543.23,3541.76364228138
2016,ssp245,Narrowbody,Subtropical,3038.13,3041.78434828223
2016,ssp245,Widebody,Subtropical,3540.405,3541.68036826505
2016,ssp370,Narrowbody,Subtropical,3046.52,3042.45937189529
2016,ssp370,Widebody,Subtropical,3546.345,3542.08061073331
2016,ssp585,Narrowbody,Subtropical,3042.55,3042.84738233895
2016,ssp585,Widebody,Subtropical,3542.495,3542.37548636895
2017,ssp126,Narrowbody,Subtropical,3040.475,3042.73410303838
2017,ssp126,Widebody,Subtropical,3540.51,3541.85505709416
2017,ssp245,Narrowbody,Subtropical,3043.23,3041.91877777479
2017,ssp245,Widebody,Subtropical,3542.725,3541.72923592613
2017,ssp370,Narrowbody,Subtropical,3044.73,3042.52682172629
2017,ssp370,Widebody,Subtropical,3542.575,3542.08794915478
2017,ssp585,Narrowbody,Subtropical,3043.515,3042.92198430446
2017,ssp585,Widebody,Subtropical,3542.37,3542.40713102227
2018,ssp126,Narrowbody,Subtropical,3044.365,3042.85613479133
2018,ssp126,Widebody,Subtropical,3542.52,3541.94443604873
2018,ssp245,Narrowbody,Subtropical,3045.31,3042.05190289007
2018,ssp245,Widebody,Subtropical,3543.96,3541.77826791187
2018,ssp370,Narrowbody,Subtropical,3041.295,3042.59812276729
2018,ssp370,Widebody,Subtropical,3539.385,3542.09885897305
2018,ssp585,Narrowbody,Subtropical,3042.165,3043.00045305894
2018,ssp585,Widebody,Subtropical,3540.71,3542.44112285252
2019,ssp126,Narrowbody,Subtropical,3044.915,3042.9753163583
2019,ssp126,Widebody,Subtropical,3541.68,3542.03191460845
2019,ssp245,Narrowbody,Subtropical,3044.345,3042.18358735043
2019,ssp245,Widebody,Subtropical,3542.09,3541.82735822574
2019,ssp370,Narrowbody,Subtropical,3036.95,3042.67345859831
2019,ssp370,Widebody,Subtropical,3536.67,3542.11350300545
2019,ssp585,Narrowbody,Subtropical,3041.24,3043.08264484826
2019,ssp585,Widebody,Subtropical,3541.595,3542.4774008935
2020,ssp126,Narrowbody,Subtropical,3044.505,3043.09181036557
2020,ssp126,Widebody,Subtropical,3542.74,3542.11762823667
2020,ssp245,Narrowbody,Subtropical,3040.67,3042.31369487824
2020,ssp245,Widebody,Subtropical,3541.585,3541.87640087118
2020,ssp370,Narrowbody,Subtropical,3040.005,3042.75301279938
2020,ssp370,Widebody,Subtropical,3539.48,3542.1320440693
2020,ssp585,Narrowbody,Subtropical,3044.83,3043.16841591827
2020,ssp585,Widebody,Subtropical,3544.96,3542.515904179
2021,ssp126,Narrowbody,Subtropical,3043.045,3043.20577943937
2021,ssp126,Widebody,Subtropical,3541.975,3542.20171239676
2021,ssp245,Narrowbody,Subtropical,3041.4,3042.44208919587
2021,ssp245,Widebody,Subtropical,3539.6,3541.92528985161
2021,ssp370,Narrowbody,Subtropical,3046.33,3042.83696895051
2021,ssp370,Widebody,Subtropical,3545.7,3542.15464498192
2021,ssp585,Narrowbody,Subtropical,3045.24,3043.25762251483
2021,ssp585,Widebody,Subtropical,3543.17,3542.55657174282
2022,ssp126,Narrowbody,Subtropical,3043.68,3043.31738620599
2022,ssp126,Widebody,Subtropical,3541.565,3542.28430255206
2022,ssp245,Narrowbody,Subtropical,3042.3,3042.56863402568
2022,ssp245,Widebody,Subtropical,3540.33,3541.97391917051
2022,ssp370,Narrowbody,Subtropical,3041.1,3042.92551063174
2022,ssp370,Widebody,Subtropical,3542.19,3542.18146856064
2022,ssp585,Narrowbody,Subtropical,3044.21,3043.3501208838
2022,ssp585,Widebody,Subtropical,3541.75,3542.59934261877
2023,ssp126,Narrowbody,Subtropical,3041.71,3043.42679329168
2023,ssp126,Widebody,Subtropical,3539.86,3542.36553416593
2023,ssp245,Narrowbody,Subtropical,3042.135,3042.69319309004
2023,ssp245,Widebody,Subtropical,3538.755,3542.02218283129
2023,ssp370,Narrowbody,Subtropical,3042.43,3043.01882142309
2023,ssp370,Widebody,Subtropical,3543.895,3542.21267762277
2023,ssp585,Narrowbody,Subtropical,3044.655,3043.44576727104
2023,ssp585,Widebody,Subtropical,3544.745,3542.64415584064
2024,ssp126,Narrowbody,Subtropical,3045.56,3043.5341633227
2024,ssp126,Widebody,Subtropical,3542.18,3542.44554270173
2024,ssp245,Narrowbody,Subtropical,3041.195,3042.81563011132
2024,ssp245,Widebody,Subtropical,3541.565,3542.06997483742
2024,ssp370,Narrowbody,Subtropical,3043.005,3043.11708490458
2024,ssp370,Widebody,Subtropical,3542.88,3542.24843498565
2024,ssp585,Narrowbody,Subtropical,3044.24,3043.5444179224
2024,ssp585,Widebody,Subtropical,3542.515,3542.69095044222
2025,ssp126,Narrowbody,Subtropical,3039.66,3043.63965892532
2025,ssp126,Widebody,Subtropical,3538.585,3542.52446362282
2025,ssp245,Narrowbody,Subtropical,3041.96,3042.93580881188
2025,ssp245,Widebody,Subtropical,3541.495,3542.11718919232
2025,ssp370,Narrowbody,Subtropical,3042.1,3043.22048465624
2025,ssp370,Widebody,Subtropical,3542.34,3542.28890346659
2025,ssp585,Narrowbody,Subtropical,3044.35,3043.64592908376
2025,ssp585,Widebody,Subtropical,3544.78,3542.73966545733
2026,ssp126,Narrowbody,Subtropical,3044.2,3043.7435189919
2026,ssp126,Widebody,Subtropical,3545.32,3542.60254815678
2026,ssp245,Narrowbody,Subtropical,3042.29,3043.05365473602
2026,ssp245,Widebody,Subtropical,3542.45,3542.16379472489
2026,ssp370,Narrowbody,Subtropical,3045.22,3043.32935444266
2026,ssp370,Widebody,Subtropical,3544.24,3542.33432643132
2026,ssp585,Narrowbody,Subtropical,3045.585,3043.74991523036
2026,ssp585,Widebody,Subtropical,3544.755,3542.79003820805
2027,ssp126,Narrowbody,Subtropical,3044.82,3043.84565073618
2027,ssp126,Widebody,Subtropical,3544.88,3542.67977164079
2027,ssp245,Narrowbody,Subtropical,3045.93,3043.16933952613
2027,ssp245,Widebody,Subtropical,3545.17,3542.20995529795
2027,ssp370,Narrowbody,Subtropical,3042.055,3043.44365897521
2027,ssp370,Widebody,Subtropical,3541.155,3542.3846302983
2027,ssp585,Narrowbody,Subtropical,3040.275,3043.85630620297
2027,ssp585,Widebody,Subtropical,3541.5,3542.84195904335
2028,ssp126,Narrowbody,Subtropical,3042.255,3043.94571926645
2028,ssp126,Widebody,Subtropical,3540.105,3542.7558557026
2028,ssp245,Narrowbody,Subtropical,3043.8,3043.28309605168
2028,ssp245,Widebody,Subtropical,3544.025,3542.25585746585
2028,ssp370,Narrowbody,Subtropical,3046.03,3043.56302825407
2028,ssp370,Widebody,Subtropical,3545.355,3542.43950246387
2028,ssp585,Narrowbody,Subtropical,3044.83,3043.96543129572
2028,ssp585,Widebody,Subtropical,3541.825,3542.89559653734
2029,ssp126,Narrowbody,Subtropical,3042.145,3044.04338969099
2029,ssp126,Widebody,Subtropical,3540.415,3542.83052196995
2029,ssp245,Narrowbody,Subtropical,3042.205,3043.39515718219
2029,ssp245,Widebody,Subtropical,3542.57,3542.30168778294
2029,ssp370,Narrowbody,Subtropical,3044.035,3043.68709227943
2029,ssp370,Widebody,Subtropical,3543.275,3542.49863032442
2029,ssp585,Narrowbody,Subtropical,3045.79,3044.07761980272
2029,ssp585,Widebody,Subtropical,3544.215,3542.95111926413
2030,ssp126,Narrowbody,Subtropical,3043.765,3044.1383271181
2030,ssp126,Widebody,Subtropical,3543.105,3542.90349207056
2030,ssp245,Narrowbody,Subtropical,3043.75,3043.50575578714
2030,ssp245,Widebody,Subtropical,3542.855,3542.34763280357
2030,ssp370,Narrowbody,Subtropical,3042.435,3043.81548105146
2030,ssp370,Widebody,Subtropical,3538.655,3542.56170127632
2030,ssp585,Narrowbody,Subtropical,3044.32,3044.19320101809
2030,ssp585,Widebody,Subtropical,3540.6,3543.00869579783
2031,ssp126,Narrowbody,Subtropical,3043.14,3044.23019665605
2031,ssp126,Widebody,Subtropical,3543.615,3542.97448763219
2031,ssp245,Narrowbody,Subtropical,3046.105,3043.61512473603
2031,ssp245,Widebody,Subtropical,3544.17,3542.39387908211
2031,ssp370,Narrowbody,Subtropical,3041.585,3043.94782457037
2031,ssp370,Widebody,Subtropical,3540.05,3542.62840271593
2031,ssp585,Narrowbody,Subtropical,3041.495,3044.31250423594
2031,ssp585,Widebody,Subtropical,3539.665,3543.06849471256
2032,ssp126,Narrowbody,Subtropical,3043.935,3044.31866341315
2032,ssp126,Widebody,Subtropical,3542.005,3543.04323028257
2032,ssp245,Narrowbody,Subtropical,3045.13,3043.72349689835
2032,ssp245,Widebody,Subtropical,3543.375,3542.4406131729
2032,ssp370,Narrowbody,Subtropical,3043.65,3044.08375283632
2032,ssp370,Widebody,Subtropical,3541.51,3542.69842203962
2032,ssp585,Narrowbody,Subtropical,3044.785,3044.4358587504
2032,ssp585,Widebody,Subtropical,3543.82,3543.13068458242
2033,ssp126,Narrowbody,Subtropical,3044.23,3044.40339249767
2033,ssp126,Widebody,Subtropical,3544.84,3543.10944164945
2033,ssp245,Narrowbody,Subtropical,3047.155,3043.83110514361
2033,ssp245,Widebody,Subtropical,3543.925,3542.4880216303
2033,ssp370,Narrowbody,Subtropical,3044.635,3044.22289584951
2033,ssp370,Widebody,Subtropical,3541.84,3542.77144664376
2033,ssp585,Narrowbody,Subtropical,3043.8,3044.56359385557
2033,ssp585,Widebody,Subtropical,3543.46,3543.19543398152
2034,ssp126,Narrowbody,Subtropical,3045.485,3044.4840490179
2034,ssp126,Widebody,Subtropical,3544.475,3543.17284336055
2034,ssp245,Narrowbody,Subtropical,3042.33,3043.93818234128
2034,ssp245,Widebody,Subtropical,3539.41,3542.53629100866
2034,ssp370,Narrowbody,Subtropical,3045.63,3044.36488361011
2034,ssp370,Widebody,Subtropical,3544.07,3542.84716392473
2034,ssp585,Narrowbody,Subtropical,3045.57,3044.69603884558
2034,ssp585,Widebody,Subtropical,3543.015,3543.26291148399
2035,ssp126,Narrowbody,Subtropical,3044.475,3044.56029808214
2035,ssp126,Widebody,Subtropical,3540.905,3543.23315704363
2035,ssp245,Narrowbody,Subtropical,3044.05,3044.04496136088
2035,ssp245,Widebody,Subtropical,3543.035,3542.58560786234
2035,ssp370,Narrowbody,Subtropical,3046.395,3044.50934611832
2035,ssp370,Widebody,Subtropical,3545.205,3542.9252612789
2035,ssp585,Narrowbody,Subtropical,3046.055,3044.83352301454
2035,ssp585,Widebody,Subtropical,3544.355,3543.33328566392
2036,ssp126,Narrowbody,Subtropical,3044.175,3044.63180479866
2036,ssp126,Widebody,Subtropical,3543.96,3543.29010432642
2036,ssp245,Narrowbody,Subtropical,3044.1,3044.15167507188
2036,ssp245,Widebody,Subtropical,3543.685,3542.63615874568
2036,ssp370,Narrowbody,Subtropical,3043.825,3044.65591337432
2036,ssp370,Widebody,Subtropical,3541.285,3543.00542610263
2036,ssp585,Narrowbody,Subtropical,3042.175,3044.97637565658
2036,ssp585,Widebody,Subtropical,3543.535,3543.40672509543
2037,ssp126,Narrowbody,Subtropical,3045.955,3044.70465220003
2037,ssp126,Widebody,Subtropical,3545.785,3543.34868912114
2037,ssp245,Narrowbody,Subtropical,3044.54,3044.25605589838
2037,ssp245,Widebody,Subtropical,3542.195,3542.68574190732
2037,ssp370,Narrowbody,Subtropical,3044.535,3044.80761272973
2037,ssp370,Widebody,Subtropical,3542.22,3543.08995809447
2037,ssp585,Narrowbody,Subtropical,3044.64,3045.12144807849
2037,ssp585,Widebody,Subtropical,3543.275,3543.48157778138
2038,ssp126,Narrowbody,Subtropical,3046.305,3044.78361713406
2038,ssp126,Widebody,Subtropical,3544.675,3543.41276858971
2038,ssp245,Narrowbody,Subtropical,3044.945,3044.35619347706
2038,ssp245,Widebody,Subtropical,3543.475,3542.7324947477
2038,ssp370,Narrowbody,Subtropical,3043.75,3044.96695187449
2038,ssp370,Widebody,Subtropical,3543.735,3543.1808306033
2038,ssp585,Narrowbody,Subtropical,3045.3,3045.26618556279
2038,ssp585,Widebody,Subtropical,3543.755,3543.55652513825
2039,ssp126,Narrowbody,Subtropical,3043.225,3044.86640543195
2039,ssp126,Widebody,Subtropical,3541.45,3543.48034423437
2039,ssp245,Narrowbody,Subtropical,3046.415,3044.45285649631
2039,ssp245,Widebody,Subtropical,3544.735,3542.77711254883
2039,ssp370,Narrowbody,Subtropical,3041.71,3045.1327813162
2039,ssp370,Widebody,Subtropical,3539.555,3543.277241501
2039,ssp585,Narrowbody,Subtropical,3044.155,3045.41180836712
2039,ssp585,Widebody,Subtropical,3542.19,3543.63223586053
2040,ssp126,Narrowbody,Subtropical,3043.99,3044.9507229249
2040,ssp126,Widebody,Subtropical,3542.785,3543.54941755738
2040,ssp245,Narrowbody,Subtropical,3043.615,3044.54681364452
2040,ssp245,Widebody,Subtropical,3542.625,3542.82029059276
2040,ssp370,Narrowbody,Subtropical,3047.645,3045.30395156248
2040,ssp370,Widebody,Subtropical,3545.695,3543.37838865945
2040,ssp585,Narrowbody,Subtropical,3046.785,3045.55953674913
2040,ssp585,Widebody,Subtropical,3544.665,3543.70937864273
2041,ssp126,Narrowbody,Subtropical,3044.48,3045.03427544412
2041,ssp126,Widebody,Subtropical,3542.685,3543.61799006098
2041,ssp245,Narrowbody,Subtropical,3041.625,3044.63883361007
2041,ssp245,Widebody,Subtropical,3539.6,3542.86272416152
2041,ssp370,Narrowbody,Subtropical,3044.85,3045.47931312096
2041,ssp370,Widebody,Subtropical,3543,3543.48346995052
2041,ssp585,Narrowbody,Subtropical,3048.925,3045.71059096648
2041,ssp585,Widebody,Subtropical,3546.45,3543.78862217934
2042,ssp126,Narrowbody,Subtropical,3044.39,3045.1147688208
2042,ssp126,Widebody,Subtropical,3543.8,3543.68406324743
2042,ssp245,Narrowbody,Subtropical,3039.96,3044.72968508137
2042,ssp245,Widebody,Subtropical,3538.975,3542.90510853715
2042,ssp370,Narrowbody,Subtropical,3046.355,3045.65771649924
2042,ssp370,Widebody,Subtropical,3544.71,3543.5916832461
2042,ssp585,Narrowbody,Subtropical,3047.92,3045.86619127683
2042,ssp585,Widebody,Subtropical,3544.13,3543.87063516487
2043,ssp126,Narrowbody,Subtropical,3048.47,3045.18990888615
2043,ssp126,Widebody,Subtropical,3546.545,3543.74563861897
2043,ssp245,Narrowbody,Subtropical,3044.905,3044.82013674679
2043,ssp245,Widebody,Subtropical,3545.105,3542.94813900167
2043,ssp370,Narrowbody,Subtropical,3045.88,3045.83801220495
2043,ssp370,Widebody,Subtropical,3543.275,3543.70222641807
2043,ssp585,Narrowbody,Subtropical,3045.02,3046.02755793781
2043,ssp585,Widebody,Subtropical,3543.185,3543.95608629383
2044,ssp126,Narrowbody,Subtropical,3045.75,3045.25740147138
2044,ssp126,Widebody,Subtropical,3544.915,3543.80071767785
2044,ssp245,Narrowbody,Subtropical,3044.895,3044.91095729472
2044,ssp245,Widebody,Subtropical,3545.55,3542.99251083713
2044,ssp370,Narrowbody,Subtropical,3043.77,3046.0190507457
2044,ssp370,Widebody,Subtropical,3542.955,3543.81429733829
2044,ssp585,Narrowbody,Subtropical,3046.465,3046.19591120708
2044,ssp585,Widebody,Subtropical,3544.185,3544.04564426072
2045,ssp126,Narrowbody,Subtropical,3047.565,3045.31495240767
2045,ssp126,Widebody,Subtropical,3544.525,3543.84730192633
2045,ssp245,Narrowbody,Subtropical,3048.71,3045.00291541357
2045,ssp245,Widebody,Subtropical,3546.025,3543.03891932556
2045,ssp370,Narrowbody,Subtropical,3047.125,3046.19968262911
2045,ssp370,Widebody,Subtropical,3545.855,3543.92709387865
2045,ssp585,Narrowbody,Subtropical,3047.05,3046.37247134231
2045,ssp585,Widebody,Subtropical,3544.185,3544.13997776003
2046,ssp126,Narrowbody,Subtropical,3043.31,3045.36026752624
2046,ssp126,Widebody,Subtropical,3542.705,3543.88339286666
2046,ssp245,Narrowbody,Subtropical,3046.405,3045.09677979172
2046,ssp245,Widebody,Subtropical,3543.455,3543.08805974899
2046,ssp370,Narrowbody,Subtropical,3048.695,3046.3787583628
2046,ssp370,Widebody,Subtropical,3544.505,3544.03981391102
2046,ssp585,Narrowbody,Subtropical,3044.6,3046.55845860112
2046,ssp585,Widebody,Subtropical,3544.405,3544.23975548628
2047,ssp126,Narrowbody,Subtropical,3043.495,3045.39105265828
2047,ssp126,Widebody,Subtropical,3540.645,3543.90699200108
2047,ssp245,Narrowbody,Subtropical,3045.25,3045.19331911755
2047,ssp245,Widebody,Subtropical,3542.78,3543.14062738945
2047,ssp370,Narrowbody,Subtropical,3045.09,3046.55512845438
2047,ssp370,Widebody,Subtropical,3542.785,3544.15165530729
2047,ssp585,Narrowbody,Subtropical,3049.205,3046.75509324119
2047,ssp585,Widebody,Subtropical,3546.755,3544.34564613397
2048,ssp126,Narrowbody,Subtropical,3045,3045.40262131833
2048,ssp126,Widebody,Subtropical,3545.22,3543.9136295345
2048,ssp245,Narrowbody,Subtropical,3044.92,3045.29504710051
2048,ssp245,Widebody,Subtropical,3540.86,3543.1996387087
2048,ssp370,Narrowbody,Subtropical,3045.77,3046.73278960682
2048,ssp370,Widebody,Subtropical,3545.365,3544.26713308103
2048,ssp585,Narrowbody,Subtropical,3048.08,3046.96105955438
2048,ssp585,Widebody,Subtropical,3544.04,3544.45226484162
2049,ssp126,Narrowbody,Subtropical,3046.005,3045.39419782532
2049,ssp126,Widebody,Subtropical,3543.69,3543.90245610941
2049,ssp245,Narrowbody,Subtropical,3044.36,3045.40279736062
2049,ssp245,Widebody,Subtropical,3541.235,3543.26641222918
2049,ssp370,Narrowbody,Subtropical,3048.07,3046.91579190952
2049,ssp370,Widebody,Subtropical,3545.755,3544.3901537206
2049,ssp585,Narrowbody,Subtropical,3049.23,3047.17400294886
2049,ssp585,Widebody,Subtropical,3545.635,3544.55523166801
2050,ssp126,Narrowbody,Subtropical,3045.13,3045.3693542171
2050,ssp126,Widebody,Subtropical,3543.56,3543.87690388444
2050,ssp245,Narrowbody,Subtropical,3047.175,3045.51481845216
2050,ssp245,Widebody,Subtropical,3543.415,3543.33909632404
2050,ssp370,Narrowbody,Subtropical,3050.63,3047.10306594977
2050,ssp370,Widebody,Subtropical,3546.235,3544.51900231005
2050,ssp585,Narrowbody,Subtropical,3043.395,3047.39358535668
2050,ssp585,Widebody,Subtropical,3542.695,3544.65672268794
2051,ssp126,Narrowbody,Subtropical,3045.52,3045.33166253151
2051,ssp126,Widebody,Subtropical,3545.09,3543.84040501822
2051,ssp245,Narrowbody,Subtropical,3044.03,3045.62935892943
2051,ssp245,Widebody,Subtropical,3541.91,3543.41583936639
2051,ssp370,Narrowbody,Subtropical,3046.355,3047.29354231484
2051,ssp370,Widebody,Subtropical,3543.27,3544.65196393341
2051,ssp585,Narrowbody,Subtropical,3045.04,3047.61946870989
2051,ssp585,Widebody,Subtropical,3543.925,3544.75891397626
2052,ssp126,Narrowbody,Subtropical,3045.03,3045.2846948064
2052,ssp126,Widebody,Subtropical,3542.64,3543.79639166938
2052,ssp245,Narrowbody,Subtropical,3042.255,3045.74466734671
2052,ssp245,Widebody,Subtropical,3540.875,3543.49478972936
2052,ssp370,Narrowbody,Subtropical,3049.525,3047.48615159201
2052,ssp370,Widebody,Subtropical,3546.86,3544.78732367472
2052,ssp585,Narrowbody,Subtropical,3047.98,3047.85131494054
2052,ssp585,Widebody,Subtropical,3545.54,3544.86398160778
2053,ssp126,Narrowbody,Subtropical,3042.67,3045.2320230796
2053,ssp126,Widebody,Subtropical,3541.33,3543.74829599656
2053,ssp245,Narrowbody,Subtropical,3045.975,3045.85899225827
2053,ssp245,Widebody,Subtropical,3543.58,3543.57409578607
2053,ssp370,Narrowbody,Subtropical,3048.38,3047.67982436856
2053,ssp370,Widebody,Subtropical,3544.615,3544.92336661804
2053,ssp585,Narrowbody,Subtropical,3047.815,3048.08878598069
2053,ssp585,Widebody,Subtropical,3543.86,3544.97410165734
2054,ssp126,Narrowbody,Subtropical,3046.39,3045.17721938895
2054,ssp126,Widebody,Subtropical,3545.145,3543.69955015838
2054,ssp245,Narrowbody,Subtropical,3045.49,3045.9705822184
2054,ssp245,Widebody,Subtropical,3544.09,3543.65190590966
2054,ssp370,Narrowbody,Subtropical,3047.335,3047.87349123176
2054,ssp370,Widebody,Subtropical,3543.755,3545.05837784739
2054,ssp585,Narrowbody,Subtropical,3045.6,3048.3315437624
2054,ssp585,Widebody,Subtropical,3541.33,3545.09145019977
2055,ssp126,Narrowbody,Subtropical,3045.075,3045.12385577229
2055,ssp126,Widebody,Subtropical,3541.82,3543.65358631348
2055,ssp245,Narrowbody,Subtropical,3046.26,3046.07768578139
2055,ssp245,Widebody,Subtropical,3546.035,3543.72636847326
2055,ssp370,Narrowbody,Subtropical,3048.49,3048.06608276891
2055,ssp370,Widebody,Subtropical,3545.19,3545.19064244682
2055,ssp585,Narrowbody,Subtropical,3049.61,3048.57925021772
2055,ssp585,Widebody,Subtropical,3546.895,3545.21820330988
2056,ssp126,Narrowbody,Subtropical,3048.005,3045.07550426746
2056,ssp126,Widebody,Subtropical,3545.435,3543.61383662049
2056,ssp245,Narrowbody,Subtropical,3045.585,3046.17855150151
2056,ssp245,Widebody,Subtropical,3543.53,3543.79563184997
2056,ssp370,Narrowbody,Subtropical,3048.585,3048.25652956727
2056,ssp370,Widebody,Subtropical,3546.465,3545.31844550038
2056,ssp585,Narrowbody,Subtropical,3047.475,3048.83156727871
2056,ssp585,Widebody,Subtropical,3544.66,3545.35653706251
2057,ssp126,Narrowbody,Subtropical,3045.265,3045.03573691231
2057,ssp126,Widebody,Subtropical,3543.385,3543.58373323804
2057,ssp245,Narrowbody,Subtropical,3049.885,3046.27142793305
2057,ssp245,Widebody,Subtropical,3547.09,3543.85784441294
2057,ssp370,Narrowbody,Subtropical,3046.835,3048.44376221413
2057,ssp370,Widebody,Subtropical,3544.18,3545.44007209209
2057,ssp585,Narrowbody,Subtropical,3050.095,3049.08815687741
2057,ssp585,Widebody,Subtropical,3547.58,3545.50862753249
2058,ssp126,Narrowbody,Subtropical,3044.805,3044.99053770121
2058,ssp126,Widebody,Subtropical,3546.075,3543.55275743741
2058,ssp245,Narrowbody,Subtropical,3046.17,3046.35876802288
2058,ssp245,Widebody,Subtropical,3542.87,3543.91750187808
2058,ssp370,Narrowbody,Subtropical,3047.51,3048.62608195111
2058,ssp370,Widebody,Subtropical,3544.395,3545.55539457483
2058,ssp585,Narrowbody,Subtropical,3046.98,3049.35730302926
2058,ssp585,Widebody,Subtropical,3543.72,3545.67950640708
2059,ssp126,Narrowbody,Subtropical,3045.715,3044.92645853245
2059,ssp126,Widebody,Subtropical,3543.57,3543.51004476761
