year,exp,type,zone,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko,tko_ok_thr_min_per,tko_ok_thr_mid_per,tko_ok_thr_max_per,tko_ok_per,tko_ko_per,tko_per,tko_ok_thr_min_per_loess,tko_ko_per_loess
2075,ssp245,Widebody,Temperate,26528,572610,478909,1078047,414073,1492120,0.0177787309331689,0.38375599817709,0.320958770072112,0.722493499182371,0.277506500817629,1,0.0176606016107881,0.278542458611137
2075,ssp370,Narrowbody,Temperate,546216,517502,184596,1248314,243806,1492120,0.36606707235343,0.346823311797979,0.12371391040935,0.836604294560759,0.163395705439241,1,0.365508336094183,0.163260056881792
2075,ssp370,Widebody,Temperate,25541,571697,475277,1072515,419605,1492120,0.0171172559847733,0.38314411709514,0.318524649491998,0.718786022571911,0.281213977428089,1,0.0166410879777832,0.281105807035595
2075,ssp585,Narrowbody,Temperate,543681,519391,184088,1247160,244960,1492120,0.364368147333995,0.348089295767096,0.123373455218079,0.83583089831917,0.16416910168083,1,0.364828356159202,0.16378422649175
2075,ssp585,Widebody,Temperate,24874,570406,474731,1070011,422109,1492120,0.0166702409993834,0.382278905181889,0.31815872718012,0.717107873361392,0.282892126638608,1,0.0168645496432164,0.281949177579509
2076,ssp126,Narrowbody,Temperate,555114,514216,186906,1256236,239972,1496208,0.371013923197844,0.343679488413376,0.124919797247442,0.839613208858661,0.160386791141339,1,0.370600770446867,0.160446777892783
2076,ssp126,Widebody,Temperate,28393,571659,482442,1082494,413714,1496208,0.0189766396116048,0.382071877706843,0.322443136248436,0.723491653566884,0.276508346433116,1,0.0182588104858811,0.2765080680524
2076,ssp245,Narrowbody,Temperate,546520,521817,185096,1253433,242775,1496208,0.365270069402115,0.348759664431683,0.123710072396351,0.83773980623015,0.16226019376985,1,0.368414007292527,0.161741536912796
2076,ssp245,Widebody,Temperate,24299,573880,477949,1076128,420080,1496208,0.0162403890368184,0.383556296985446,0.319440211521393,0.719236897543657,0.280763102456343,1,0.017645285083258,0.278610707664051
2076,ssp370,Narrowbody,Temperate,546299,521014,185126,1252439,243769,1496208,0.365122362666153,0.348222974345813,0.123730123084491,0.837075460096457,0.162924539903543,1,0.365369438153734,0.163319653655623
2076,ssp370,Widebody,Temperate,24417,574156,477500,1076073,420135,1496208,0.0163192550768342,0.38374076331633,0.31914011955557,0.719200137948734,0.280799862051266,1,0.0165998191134525,0.281220584072131
2076,ssp585,Narrowbody,Temperate,548201,518733,185012,1251946,244262,1496208,0.366393576294205,0.346698453690931,0.12365393046956,0.836745960454696,0.163254039545304,1,0.364650773883036,0.163892252555151
