ID,AreaCode,Airport_ID,Airport_Ctry,RWY_ID,Length,Latitude,Longitude,TODA_day,TODA_night,Unit_TODA
1367,NULL,GMAT,GM,RW03,6562,N28262492,W011095781,6562,NULL,M 
1368,NULL,GMAT,GM,RW21,6562,N28272242,W011092361,6562,NULL,M 
1369,AFR,GMFF,GM,RW09,10499,N33553845,W004594259,10925,NULL,M 
1370,AFR,GMFF,GM,RW27,10499,N33553802,W004574659,11352,NULL,M 
1371,NULL,GMFI,GM,RW03,6890,N33294886,W005092687,7874,NULL,M 
1373,NULL,GMFI,GM,RW21,6890,N33305051,W005085201,6890,NULL,M 
1381,AFR,GMFO,GM,RW06,9843,N34464773,W001561623,10663,NULL,M 
1382,AFR,GMFO,GM,RW24,9843,N34473971,W001543643,10663,NULL,M 
1385,NULL,GMME,GM,RW03,11483,N34021670,W006454108,12467,NULL,M 
1386,NULL,GMME,GM,RW21,11483,N34035383,W006443004,11811,NULL,M 
1387,NULL,GMMH,GM,RW03,9843,N23422124,W015561551,9843,NULL,M 
1388,NULL,GMMH,GM,RW21,9843,N23435124,W015553436,9843,NULL,M 
1391,AFR,GMML,GM,RW02,8858,N27074877,W013140746,8858,NULL,M 
1392,AFR,GMML,GM,RW04,8202,N27080895,W013133329,8202,NULL,M 
1393,AFR,GMML,GM,RW20,8858,N27091284,W013133951,8858,NULL,M 
1394,AFR,GMML,GM,RW22,8202,N27091784,W013124571,8202,NULL,M 
1395,AFR,GMMN,GM,RW17L,12205,N33230243,W007353667,15157,NULL,M 
1396,AFR,GMMN,GM,RW35R,12205,N33210646,W007345694,13517,NULL,M 
1397,AFR,GMMX,GM,RW10,10171,N31363000,W008030907,10794,NULL,M 
1398,AFR,GMMX,GM,RW28,10171,N31361966,W008011206,10614,NULL,M 
1399,AFR,GMMZ,GM,RW12,9843,N30564273,W006552456,10892,NULL,M 
1400,AFR,GMMZ,GM,RW30,9843,N30555873,W006534370,10413,NULL,M 
1401,AFR,GMTA,GM,RW17,8202,N35111855,W003502874,8530,NULL,M 
1402,AFR,GMTA,GM,RW35,8202,N35095798,W003501601,8202,NULL,M 
1403,AFR,GMTN,GM,RW06,7546,N35352279,W005194099,8202,NULL,M 
1404,AFR,GMTN,GM,RW24,7546,N35360150,W005183469,7546,NULL,M 
1406,AFR,GMTT,GM,RW10,11483,N35440034,W005562523,12041,NULL,M 
1408,AFR,GMTT,GM,RW28,11483,N35434929,W005542669,12238,NULL,M 
1409,NULL,GOGS,GO,RW14,6562,N12240638,W016451623,6562,NULL,M 
1410,NULL,GOGS,GO,RW32,6562,N12232008,W016442953,7743,NULL,M 
1411,AFR,GOOY,GO,RW03,4898,N14435586,W017301602,4898,NULL,M 
1412,AFR,GOOY,GO,RW18,11450,N14452198,W017285143,12434,NULL,M 
1413,AFR,GOOY,GO,RW21,4898,N14444043,W017295710,5554,NULL,M 
1414,AFR,GOOY,GO,RW36,11450,N14433448,W017283702,11647,NULL,M 
1415,NULL,GOSS,GO,RW18,6234,N16033140,W016274420,6562,NULL,M 
1416,NULL,GOSS,GO,RW36,6234,N16023050,W016273590,6562,NULL,M 
1417,AFR,GQNN,GQ,RW04,9843,N18051343,W015572447,9843,NULL,M 
1418,NULL,GQNN,GQ,RW22,9843,N18063053,W015562135,9843,NULL,M 
1419,NULL,GQPP,GQ,RW02,7956,N20552034,W017015814,7956,NULL,M 
1420,NULL,GQPP,GQ,RW20,7956,N20563676,W017013724,7956,NULL,M 
1421,NULL,GUCY,GU,RW06,10827,N09340204,W013372416,11024,NULL,M 
1422,NULL,GUCY,GU,RW24,10827,N09351166,W013360174,11024,NULL,M 
1423,AFR,GVAC,GV,RW01,9843,N16432623,W022565592,10827,NULL,M 
1425,AFR,GVAC,GV,RW19,9843,N16450383,W022565660,10827,NULL,M 
1427,AFR,HAAB,HA,RW07L,12139,N08582866,E038470447,12631,NULL,M 
1428,AFR,HAAB,HA,RW25R,12139,N08585667,E038484076,12631,NULL,M 
1429,AFR,HADR,HA,RW15,8858,N09380873,E041505443,9055,NULL,M 
1430,AFR,HADR,HA,RW33,8858,N09365159,E041513543,9055,NULL,M 
1431,NULL,HBBA,HB,RW17,11811,S03182853,E029185757,12008,NULL,M 
1432,NULL,HBBA,HB,RW35,11811,S03202431,E029191575,12008,NULL,M 
1433,NULL,HCMM,HC,RW05,10446,N02001715,E045173483,10643,NULL,M 
1434,NULL,HCMM,HC,RW23,10446,N02012336,E045185418,10643,NULL,M 
1435,NULL,HDAM,HD,RW09,10325,N11325114,E043084219,10325,NULL,M 
1436,NULL,HDAM,HD,RW27,10325,N11324978,E043101875,10325,NULL,M 
1437,AFR,HEAX,HE,RW04,7221,N31102879,E029561727,7221,NULL,M 
1439,AFR,HEAX,HE,RW22,7221,N31111926,E029571611,7221,NULL,M 
1441,AFR,HEBA,HE,RW14,11155,N30554932,E029410631,11155,NULL,M 
1442,AFR,HEBA,HE,RW32,11155,N30542131,E029422364,11155,NULL,M 
1443,AFR,HEBL,HE,RW15,9843,N22231564,E031361594,9843,NULL,M 
1446,AFR,HEBL,HE,RW33,9843,N22215121,E031370845,9843,NULL,M 
1447,AFR,HECA,HE,RW05L,10830,N30071100,E031224890,10830,NULL,M 
1448,AFR,HECA,HE,RW05C,13120,N30055888,E031235364,13120,NULL,M 
1450,AFR,HECA,HE,RW23C,13120,N30072377,E031254669,13120,NULL,M 
1451,AFR,HECA,HE,RW23R,10830,N30082073,E031242255,10830,NULL,M 
1453,AFR,HEDK,HE,RW15,8166,N25251646,E028594808,8166,NULL,M 
1454,AFR,HEDK,HE,RW33,8166,N25240693,E029003358,8166,NULL,M 
1455,AFR,HEGN,HE,RW16L,13123,N27113631,E033474769,12139,NULL,M 
1456,AFR,HEGN,HE,RW34R,13123,N27094014,E033482202,13123,NULL,M 
1457,AFR,HEKG,HE,RW18,11483,N25292195,E030352639,11483,NULL,M 
1458,AFR,HEKG,HE,RW36,11483,N25272820,E030352668,11483,NULL,M 
1459,AFR,HELX,HE,RW02,9843,N25393079,E032420249,9843,NULL,M 
1460,AFR,HELX,HE,RW20,9843,N25410068,E032424408,9843,NULL,M 
1461,AFR,HEMM,HE,RW06,9843,N31191952,E027125359,9843,NULL,M 
1462,AFR,HEMM,HE,RW15,9843,N31201385,E027124960,9843,NULL,M 
1463,AFR,HEMM,HE,RW24,9843,N31200845,E027143198,9843,NULL,M 
1464,AFR,HEMM,HE,RW33,9843,N31184968,E027134674,9843,NULL,M 
1465,AFR,HEOW,HE,RW01,11483,N22341216,E028425086,11483,NULL,M 
1466,AFR,HEOW,HE,RW19,11483,N22360468,E028430897,11483,NULL,M 
1467,AFR,HEPS,HE,RW10,7707,N31165620,E032134150,7707,NULL,M 
1468,AFR,HEPS,HE,RW28,7707,N31163543,E032150696,7707,NULL,M 
1469,AFR,HESC,HE,RW17,6939,N28414056,E034033973,6939,NULL,M 
1470,AFR,HESC,HE,RW35,6939,N28403260,E034035120,6939,NULL,M 
1471,AFR,HESH,HE,RW04L,10108,N27580660,E034225746,10108,NULL,M 
1472,NULL,HESH,HE,RW04R,10108,N27575666,E034230954,10108,NULL,M 
1473,AFR,HESH,HE,RW22L,10108,N27591009,E034242615,10108,NULL,M 
1474,AFR,HESH,HE,RW22R,10108,N27592003,E034241406,10108,NULL,M 
1475,AFR,HESN,HE,RW17,11161,N23584627,E032490237,11161,NULL,M 
1476,AFR,HESN,HE,RW35,11161,N23565709,E032492145,11161,NULL,M 
1483,NULL,HHAS,HH,RW07,9843,N15170284,E038534005,10194,NULL,M 
1484,NULL,HHAS,HH,RW25,9843,N15172933,E038551711,10039,NULL,M 
1485,NULL,HKEL,HK,RW08,11483,N00240329,E035131667,12467,NULL,M 
1486,NULL,HKEL,HK,RW26,11483,N00242560,E035150765,12467,NULL,M 
1487,NULL,HKJK,HK,RW06,13507,S01193933,E036545889,14623,NULL,M 
1488,NULL,HKJK,HK,RW24,13507,S01182057,E036564660,13707,NULL,M 
1489,NULL,HKKI,HK,RW06,10804,S00054004,E034424728,10804,NULL,M 
1490,NULL,HKKI,HK,RW24,10804,S00045605,E034440848,10804,NULL,M 
1491,NULL,HKMO,HK,RW03,10988,S04022214,E039353003,10988,NULL,M 
1492,NULL,HKMO,HK,RW21,10988,S04004705,E039362322,13379,NULL,M 
1493,NULL,HKNW,HK,RW07,4790,S01192986,E036482276,4790,NULL,M 
1494,NULL,HKNW,HK,RW14,5098,S01191313,E036484730,5098,NULL,M 
1495,NULL,HKNW,HK,RW25,4790,S01191422,E036490735,4790,NULL,M 
1496,NULL,HKNW,HK,RW32,5098,S01194411,E036491873,5098,NULL,M 
1497,NULL,HLKF,HL,RW02L,12057,N24094704,E023182940,12057,NULL,M 
1498,NULL,HLKF,HL,RW20R,12057,N24114236,E023190336,12057,NULL,M 
1499,NULL,HLLB,HL,RW15L,11811,N32064176,E020154134,12795,NULL,M 
1500,NULL,HLLB,HL,RW15R,11811,N32063674,E020153121,12795,NULL,M 
1501,NULL,HLLB,HL,RW33L,11811,N32045535,E020163956,12795,NULL,M 
1502,NULL,HLLB,HL,RW33R,11811,N32050042,E020164962,12795,NULL,M 
1503,NULL,HLLS,HL,RW13,11811,N27001626,E014270498,13566,NULL,M 
1504,NULL,HLLS,HL,RW31,11811,N26585706,E014284092,13517,NULL,M 
1505,NULL,HLLT,HL,RW09,11811,N32394730,E013074417,12008,NULL,M 
1506,NULL,HLLT,HL,RW18,8281,N32404750,E013092949,8363,NULL,M 
1507,NULL,HLLT,HL,RW27,11811,N32394935,E013100234,12008,NULL,M 
1508,NULL,HLLT,HL,RW36,8281,N32392568,E013093436,8376,NULL,M 
1509,NULL,HRYR,HR,RW10,11483,S01575791,E030072969,12641,NULL,M 
1510,NULL,HRYR,HR,RW28,11483,S01581558,E030091052,12408,NULL,M 
1511,NULL,HSGN,HS,RW04,5305,N13282354,E022274813,5305,NULL,M 
1512,NULL,HSGN,HS,RW11,6194,N13291546,E022273052,6194,NULL,M 
1513,NULL,HSGN,HS,RW22,5305,N13290306,E022282342,5305,NULL,M 
1514,NULL,HSGN,HS,RW29,6194,N13285763,E022283124,6194,NULL,M 
1515,NULL,HSKA,HS,RW02,8202,N15223151,E036192569,8202,NULL,M 
1516,NULL,HSKA,HS,RW20,8202,N15234687,E036195713,8202,NULL,M 
1517,NULL,HSOB,HS,RW01,9810,N13082328,E030135065,9810,NULL,M 
1518,NULL,HSOB,HS,RW19,9810,N13095964,E030140512,9810,NULL,M 
1519,AFR,HSPN,HS,RW16,8202,N19264072,E037135335,12303,NULL,M 
1520,AFR,HSPN,HS,RW34,8202,N19252136,E037141202,12303,NULL,M 
1521,NULL,HSSJ,HS,RW13,10171,N04525917,E031351692,10171,NULL,M 
1522,NULL,HSSJ,HS,RW31,10171,N04515401,E031363374,10171,NULL,M 
1523,NULL,HSSM,HS,RW04,6558,N09330899,E031384521,NULL,NULL,M 
1524,NULL,HSSM,HS,RW22,6558,N09335559,E031393094,NULL,NULL,M 
1527,NULL,HSSS,HS,RW18,9774,N15361071,E032331094,10561,NULL,M 
1528,NULL,HSSS,HS,RW36,9774,N15343378,E032331184,10561,NULL,M 
1529,AFR,HTDA,HT,RW05,9843,S06525825,E039115255,10827,NULL,M 
1530,AFR,HTDA,HT,RW23,9843,S06514938,E039130144,10827,NULL,M 
1531,AFR,HTKJ,HT,RW09,11811,S03254839,E037032977,12795,NULL,M 
1532,AFR,HTKJ,HT,RW27,11811,S03254335,E037052631,12795,NULL,M 
1533,AFR,HTZA,HT,RW18,9915,S06123958,E039132562,11391,NULL,M 
1534,NULL,HTZA,HT,RW36,9915,S06141703,E039133539,11391,NULL,M 
1535,NULL,HUEN,HU,RW12,7874,N00030248,E032262426,0,NULL,M 
1536,NULL,HUEN,HU,RW17,12001,N00032001,E032261041,12001,NULL,M 
1537,NULL,HUEN,HU,RW30,7874,N00022246,E032272773,0,NULL,M 
1538,NULL,HUEN,HU,RW35,12001,N00012249,E032262673,12001,NULL,M 
1539,USA,KABE,K6,RW06,7599,N40384913,W075270228,7599,NULL,FT
1540,USA,KABE,K6,RW13,5800,N40391871,W075265916,5800,NULL,FT
1541,USA,KABE,K6,RW24,7599,N40393296,W075255053,7599,NULL,FT
1542,USA,KABE,K6,RW31,5800,N40384750,W075255605,5800,NULL,FT
1543,NULL,KABI,K4,RW17L,7198,N32243071,W099402921,7198,NULL,FT
1544,USA,KABI,K4,RW17R,7208,N32254110,W099410571,7202,NULL,FT
1545,USA,KABI,K4,RW35L,7208,N32242978,W099410536,7202,NULL,FT
1546,NULL,KABI,K4,RW35R,7198,N32231949,W099402886,7198,NULL,FT
1547,USA,KABQ,K2,RW03,10000,N35012009,W106375017,10000,NULL,FT
1548,USA,KABQ,K2,RW08,13793,N35023960,W106370569,13793,NULL,FT
1549,USA,KABQ,K2,RW12,6000,N35023672,W106371471,6000,NULL,FT
1551,USA,KABQ,K2,RW21,10000,N35023027,W106362546,10000,NULL,FT
1552,USA,KABQ,K2,RW26,13793,N35023863,W106343189,13793,NULL,FT
1553,USA,KABQ,K2,RW30,6000,N35015950,W106361853,6000,NULL,FT
1555,NULL,KABR,K3,RW13,6901,N45271885,W098254094,6901,NULL,FT
1556,NULL,KABR,K3,RW17,5500,N45270776,W098253844,5500,NULL,FT
1557,NULL,KABR,K3,RW31,6901,N45263063,W098243257,6901,NULL,FT
1558,NULL,KABR,K3,RW35,5500,N45261346,W098253836,5500,NULL,FT
1559,NULL,KABY,K7,RW05,6601,N31314656,W084115901,6601,NULL,FT
1560,NULL,KABY,K7,RW17,5219,N31322867,W084115804,NULL,NULL,FT
1561,NULL,KABY,K7,RW23,6601,N31323502,W084110787,6601,NULL,FT
1562,NULL,KABY,K7,RW35,5219,N31313960,W084113922,NULL,NULL,FT
1563,USA,KACJ,K7,RW05,6011,N32061576,W084114385,NULL,NULL,FT
1564,USA,KACJ,K7,RW23,6011,N32065719,W084105371,NULL,NULL,FT
1565,NULL,KACK,K6,RW06,6303,N41145274,W070041612,NULL,NULL,FT
1566,NULL,KACK,K6,RW24,6303,N41153301,W070032273,NULL,NULL,FT
1567,USA,KACT,K4,RW01,7107,N31361370,W097134754,7107,NULL,FT
1568,USA,KACT,K4,RW14,5103,N31370154,W097142006,5103,NULL,FT
1569,USA,KACT,K4,RW19,7107,N31372089,W097132764,7107,NULL,FT
1570,USA,KACT,K4,RW32,5103,N31361814,W097134988,5103,NULL,FT
1571,NULL,KACV,K2,RW01,4501,N40582049,W124064678,NULL,NULL,FT
1572,NULL,KACV,K2,RW14,6046,N40590485,W124064578,NULL,NULL,FT
1573,NULL,KACV,K2,RW19,4501,N40585910,W124061767,NULL,NULL,FT
1574,NULL,KACV,K2,RW32,6046,N40581566,W124061234,NULL,NULL,FT
1575,NULL,KACY,K6,RW04,6144,N39265905,W074350658,6144,NULL,FT
1576,USA,KACY,K6,RW13,10000,N39275134,W074352764,10000,NULL,FT
1577,USA,KACY,K6,RW22,6144,N39275267,W074342981,6144,NULL,FT
1578,USA,KACY,K6,RW31,10000,N39270494,W074333507,10000,NULL,FT
1579,NULL,KADM,K4,RW13,9002,N34185309,W097014534,NULL,NULL,FT
1580,NULL,KADM,K4,RW17,5404,N34182828,W097012470,5007,NULL,FT
1581,NULL,KADM,K4,RW31,9002,N34174968,W097003002,NULL,NULL,FT
1582,NULL,KADM,K4,RW35,5404,N34173875,W097012513,5404,NULL,FT
1583,NULL,KADT,K3,RW17,5000,N39505368,W101023955,NULL,NULL,FT
1584,NULL,KADT,K3,RW35,5000,N39500464,W101023185,NULL,NULL,FT
1585,NULL,KADW,K6,RW01L,9318,N38475175,W076521414,NULL,NULL,FT
1586,NULL,KADW,K6,RW01R,9756,N38475188,W076514889,NULL,NULL,FT
1587,NULL,KADW,K6,RW19L,9756,N38492831,W076514917,NULL,NULL,FT
1588,NULL,KADW,K6,RW19R,9318,N38492384,W076521443,NULL,NULL,FT
1589,USA,KAEG,K2,RW04,7398,N35081950,W106483305,NULL,NULL,FT
1590,USA,KAEG,K2,RW17,5983,N35090736,W106472003,NULL,NULL,FT
1591,USA,KAEG,K2,RW22,7398,N35091015,W106472879,NULL,NULL,FT
1592,USA,KAEG,K2,RW35,5983,N35080819,W106471997,NULL,NULL,FT
1593,NULL,KAFW,K4,RW16L,11000,N33001954,W097191750,10600,NULL,FT
1594,NULL,KAFW,K4,RW16R,11010,N33001853,W097192444,10399,NULL,FT
1595,NULL,KAFW,K4,RW34L,11010,N32583705,W097190367,11000,NULL,FT
1596,NULL,KAFW,K4,RW34R,11000,N32583230,W097185554,11000,NULL,FT
1597,NULL,KAGC,K6,RW10,6501,N40211542,W079562796,NULL,NULL,FT
1598,NULL,KAGC,K6,RW28,6501,N40211552,W079550399,NULL,NULL,FT
1599,NULL,KAGO,K4,RW18,5007,N33140364,W093130026,NULL,NULL,FT
1600,NULL,KAGO,K4,RW36,5007,N33131412,W093130208,NULL,NULL,FT
1601,USA,KAGS,K7,RW08,6002,N33215773,W081580925,NULL,NULL,FT
1602,USA,KAGS,K7,RW17,8001,N33225660,W081581502,NULL,NULL,FT
1603,USA,KAGS,K7,RW26,6002,N33220987,W081565998,NULL,NULL,FT
1604,USA,KAGS,K7,RW35,8001,N33213911,W081575575,NULL,NULL,FT
1605,NULL,KAHN,K7,RW02,3995,N33563378,W083192953,NULL,NULL,FT
1606,NULL,KAHN,K7,RW09,6122,N33565608,W083201755,NULL,NULL,FT
1607,NULL,KAHN,K7,RW20,3995,N33571072,W083191270,NULL,NULL,FT
1608,NULL,KAHN,K7,RW27,6122,N33565786,W083190492,NULL,NULL,FT
1609,USA,KAIA,K3,RW08,6190,N42033122,W102491235,6190,NULL,FT
1610,USA,KAIA,K3,RW12,9203,N42033600,W102490694,9202,NULL,FT
1611,USA,KAIA,K3,RW26,6190,N42033195,W102475032,6200,NULL,FT
1612,USA,KAIA,K3,RW30,9203,N42023251,W102473967,9202,NULL,FT
1613,NULL,KAID,K5,RW12,5400,N40064301,W085372258,NULL,NULL,FT
1614,NULL,KAID,K5,RW30,5400,N40062076,W085362055,NULL,NULL,FT
1615,NULL,KAIZ,K3,RW04,6497,N38052008,W092332262,NULL,NULL,FT
1616,NULL,KAIZ,K3,RW22,6497,N38061132,W092323363,NULL,NULL,FT
1617,NULL,KAJG,K5,RW04,4000,N38360731,W087434763,NULL,NULL,FT
1618,NULL,KAJG,K5,RW13,4500,N38363918,W087440200,NULL,NULL,FT
1619,NULL,KAJG,K5,RW22,4000,N38363725,W087431475,NULL,NULL,FT
1620,NULL,KAJG,K5,RW31,4500,N38361016,W087431906,NULL,NULL,FT
1621,NULL,KAKO,K2,RW11,7001,N40104921,W103135861,NULL,NULL,FT
1622,NULL,KAKO,K2,RW29,7001,N40101534,W103123999,NULL,NULL,FT
1623,USA,KALB,K6,RW01,8500,N42441380,W073481533,8500,NULL,FT
1624,USA,KALB,K6,RW10,7200,N42445694,W073484353,7200,NULL,FT
1625,USA,KALB,K6,RW19,8500,N42453771,W073481895,8500,NULL,FT
1626,USA,KALB,K6,RW28,7200,N42445883,W073472305,7200,NULL,FT
1628,NULL,KALI,K4,RW13,5997,N27444314,W098020202,NULL,NULL,FT
1629,NULL,KALI,K4,RW17,4490,N27444241,W098013655,NULL,NULL,NULL
1631,NULL,KALI,K4,RW31,5997,N27440152,W098011440,NULL,NULL,FT
1632,NULL,KALI,K4,RW35,4490,N27435795,W098013607,NULL,NULL,NULL
1633,NULL,KALM,K2,RW04,9207,N32494428,W106001385,9207,NULL,FT
1634,NULL,KALM,K2,RW22,9207,N32504804,W105585683,9207,NULL,FT
1635,USA,KALN,K5,RW11,8099,N38534286,W090031786,NULL,NULL,FT
1636,USA,KALN,K5,RW17,6500,N38535150,W090030864,NULL,NULL,FT
1637,USA,KALN,K5,RW29,8099,N38531112,W090014383,NULL,NULL,FT
1638,USA,KALN,K5,RW35,6500,N38524769,W090025912,NULL,NULL,FT
1639,USA,KALO,K3,RW06,5400,N42330230,W092242796,5400,NULL,FT
1640,USA,KALO,K3,RW12,8399,N42335773,W092244301,8399,NULL,FT
1641,USA,KALO,K3,RW18,6003,N42335714,W092240527,6003,NULL,FT
1642,USA,KALO,K3,RW24,5400,N42332247,W092232117,5400,NULL,FT
1643,USA,KALO,K3,RW30,8399,N42330689,W092231433,8399,NULL,FT
1644,USA,KALO,K3,RW36,6003,N42325839,W092241613,6003,NULL,FT
1645,USA,KALS,K2,RW02,8521,N37253065,W105523215,8519,NULL,FT
1646,USA,KALS,K2,RW20,8521,N37264225,W105513654,8519,NULL,FT
1647,USA,KALW,K1,RW02,6527,N46050716,W118173003,6527,NULL,FT
1650,USA,KALW,K1,RW20,6527,N46055916,W118163536,6527,NULL,FT
1653,NULL,KALX,K7,RW18,5422,N32551372,W085574769,NULL,NULL,FT
1654,NULL,KALX,K7,RW36,5422,N32542628,W085574525,NULL,NULL,FT
1655,USA,KAMA,K4,RW04,13502,N35121842,W101435772,13502,NULL,FT
1656,NULL,KAMA,K4,RW13,7901,N35134690,W101414880,7901,NULL,FT
1657,USA,KAMA,K4,RW22,13502,N35135120,W101420072,13502,NULL,FT
1658,NULL,KAMA,K4,RW31,7901,N35124933,W101404443,7901,NULL,FT
1659,USA,KAMG,K7,RW16,5000,N31323142,W082303764,NULL,NULL,FT
1660,USA,KAMG,K7,RW34,5000,N31314819,W082300954,NULL,NULL,FT
1661,USA,KAMW,K3,RW01,5701,N41585772,W093372912,NULL,NULL,FT
1662,USA,KAMW,K3,RW19,5701,N41595169,W093370755,NULL,NULL,FT
1663,NULL,KANB,K7,RW05,7000,N33345444,W085520018,NULL,NULL,FT
1664,NULL,KANB,K7,RW23,7000,N33354037,W085505824,NULL,NULL,FT
1665,USA,KAPA,K2,RW10,4800,N39342101,W104504880,NULL,NULL,FT
1666,USA,KAPA,K2,RW17L,10001,N39350292,W104510530,NULL,NULL,FT
1667,USA,KAPA,K2,RW17R,7001,N39344435,W104511339,NULL,NULL,FT
1668,USA,KAPA,K2,RW28,4800,N39340546,W104495634,NULL,NULL,FT
1669,USA,KAPA,K2,RW35L,7001,N39333523,W104511019,NULL,NULL,FT
1670,USA,KAPA,K2,RW35R,10001,N39332417,W104510074,NULL,NULL,FT
1671,NULL,KAPC,K2,RW06,5008,N38122775,W122171855,NULL,NULL,FT
1672,NULL,KAPC,K2,RW19R,5930,N38132354,W122164067,NULL,NULL,FT
1673,NULL,KAPC,K2,RW24,5008,N38123910,W122161748,NULL,NULL,FT
1674,NULL,KAPC,K2,RW01L,5930,N38122872,W122170698,NULL,NULL,FT
1675,USA,KAPF,K7,RW05,6600,N26085204,W081465080,5800,NULL,FT
1676,USA,KAPF,K7,RW14,5001,N26092654,W081464790,5000,NULL,FT
1677,USA,KAPF,K7,RW23,6600,N26092752,W081461252,5800,NULL,FT
1678,USA,KAPF,K7,RW32,5001,N26085600,W081461313,5000,NULL,FT
1679,USA,KARA,K4,RW17,8002,N30025458,W091531186,8002,NULL,FT
1680,USA,KARA,K4,RW35,8002,N30013725,W091525217,8002,NULL,FT
1681,USA,KARG,K4,RW04,6001,N36064883,W090560119,NULL,NULL,FT
1682,USA,KARG,K4,RW13,5003,N36080471,W090555252,NULL,NULL,FT
1683,USA,KARG,K4,RW18,5001,N36075785,W090552377,NULL,NULL,FT
1684,USA,KARG,K4,RW22,6001,N36073075,W090550943,NULL,NULL,FT
1685,USA,KARG,K4,RW31,5003,N36072971,W090550942,NULL,NULL,FT
1686,USA,KARG,K4,RW36,5001,N36070839,W090552381,NULL,NULL,FT
1687,USA,KARR,K5,RW09,6501,N41461255,W088290731,NULL,NULL,FT
1688,USA,KARR,K5,RW27,6501,N41461351,W088274152,NULL,NULL,FT
1689,USA,KASE,K2,RW15,8006,N39135583,W106522333,7006,NULL,FT
1690,USA,KASE,K2,RW33,8006,N39125095,W106515237,8006,NULL,FT
1691,NULL,KASG,K4,RW18,5302,N36105749,W094070585,NULL,NULL,FT
1692,NULL,KASG,K4,RW36,5302,N36100903,W094071328,NULL,NULL,FT
1693,NULL,KASN,K7,RW04,6032,N33334589,W086032496,NULL,NULL,FT
1694,NULL,KASN,K7,RW22,6032,N33343454,W086024369,NULL,NULL,FT
1695,NULL,KASW,K5,RW09,6001,N41162067,W085504644,5100,NULL,FT
1696,NULL,KASW,K5,RW18,4012,N41170020,W085505018,NULL,NULL,FT
1697,NULL,KASW,K5,RW27,6001,N41162171,W085493967,6000,NULL,FT
1698,NULL,KASW,K5,RW36,4012,N41162056,W085504944,NULL,NULL,FT
1699,USA,KATL,K7,RW08L,9000,N33385832,W084262049,9000,NULL,FT
1700,USA,KATL,K7,RW08R,9999,N33384843,W084261810,10999,NULL,FT
1701,USA,KATL,K7,RW09L,12390,N33380494,W084265268,12390,NULL,FT
1702,USA,KATL,K7,RW09R,9000,N33375453,W084265268,9000,NULL,FT
1703,USA,KATL,K7,RW26L,9999,N33384846,W084241983,9999,NULL,FT
1704,USA,KATL,K7,RW26R,9000,N33385835,W084243403,9000,NULL,FT
1705,USA,KATL,K7,RW27L,9000,N33375456,W084250624,9000,NULL,FT
1706,USA,KATL,K7,RW27R,12390,N33380493,W084243207,12390,NULL,FT
1707,NULL,KATS,K2,RW04,6800,N32504574,W104283033,NULL,NULL,FT
1708,NULL,KATS,K2,RW13,6132,N32512952,W104282533,NULL,NULL,FT
1709,NULL,KATS,K2,RW22,6800,N32512978,W104273808,NULL,NULL,FT
1710,NULL,KATS,K2,RW31,6132,N32504661,W104273455,NULL,NULL,FT
1711,USA,KATW,K5,RW03,8002,N44145613,W088313426,8002,NULL,FT
1712,USA,KATW,K5,RW12,6501,N44154023,W088314704,6501,NULL,FT
1713,NULL,KATW,K5,RW21,8002,N44160708,W088304586,8002,NULL,FT
1714,NULL,KATW,K5,RW30,6501,N44151196,W088302684,6501,NULL,FT
1715,NULL,KATY,K3,RW12,6898,N44551994,W097100950,6899,NULL,FT
1716,NULL,KATY,K3,RW17,6893,N44551401,W097090381,6894,NULL,FT
1717,NULL,KATY,K3,RW30,6898,N44544132,W097085054,6899,NULL,FT
1718,NULL,KATY,K3,RW35,6893,N44540596,W097090422,6894,NULL,FT
1719,USA,KAUS,K4,RW17L,9000,N30121379,W097392841,9000,NULL,FT
1720,USA,KAUS,K4,RW17R,12250,N30124902,W097404571,12250,NULL,FT
1721,USA,KAUS,K4,RW35L,12250,N30104780,W097404251,12250,NULL,FT
1722,USA,KAUS,K4,RW35R,9000,N30104473,W097392608,9000,NULL,FT
1723,USA,KAVL,K7,RW17,8001,N35264713,W082324804,NULL,NULL,FT
1724,USA,KAVL,K7,RW35,8001,N35253287,W082321470,NULL,NULL,FT
1725,USA,KAVP,K6,RW04,7502,N41194331,W075435351,7501,NULL,FT
1726,USA,KAVP,K6,RW22,7502,N41204568,W075430039,7501,NULL,FT
1727,NULL,KAWM,K4,RW17,6003,N35083590,W090140366,NULL,NULL,FT
1728,NULL,KAWM,K4,RW35,6003,N35073653,W090140436,NULL,NULL,FT
1729,NULL,KBAB,K2,RW15,12001,N39090616,W121263606,NULL,NULL,FT
1730,NULL,KBAB,K2,RW33,12001,N39071377,W121254736,NULL,NULL,FT
1731,USA,KBAM,K2,RW04,7300,N40353781,W116530591,NULL,NULL,FT
1732,USA,KBAM,K2,RW22,7300,N40362504,W116515441,NULL,NULL,FT
1733,USA,KBDL,K6,RW01,4269,N41560610,W072404674,4268,NULL,FT
1734,USA,KBDL,K6,RW06,9510,N41555525,W072414769,9509,NULL,FT
1735,USA,KBDL,K6,RW15,6847,N41563263,W072413571,6847,NULL,FT
1736,USA,KBDL,K6,RW19,4269,N41564357,W072404757,0,NULL,FT
1737,USA,KBDL,K6,RW24,9510,N41570240,W072401967,9509,NULL,FT
