ID,AreaCode,Airport_ID,Airport_Ctry,RWY_ID,Length,Latitude,Longitude,TODA_day,TODA_night,Unit_TODA
356,NULL,CYZV,CY,RW31,5771,N50132702,W066151257,6755,NULL,FT
357,NULL,CYZX,CY,RW08,8000,N44585338,W064555762,8500,NULL,FT
358,NULL,CYZX,CY,RW12,8000,N44590051,W064555619,8000,NULL,FT
359,NULL,CYZX,CY,RW26,8000,N44592753,W064541726,8500,NULL,FT
360,NULL,CYZX,CY,RW30,8000,N44583935,W064540899,8400,NULL,FT
361,NULL,CZUM,CY,RW13,5500,N53335227,W064070544,5500,NULL,FT
362,NULL,CZUM,CY,RW31,5500,N53333865,W064053729,5500,NULL,FT
363,NULL,DAAD,DA,RW04,7218,N35193138,E004115234,7218,NULL,M 
364,NULL,DAAD,DA,RW22,7218,N35202462,E004125052,7218,NULL,M 
367,NULL,DAAG,DA,RW05,11483,N36413802,E003131279,11483,NULL,M 
368,NULL,DAAG,DA,RW09,11483,N36413142,E003101488,11483,NULL,M 
369,NULL,DAAG,DA,RW23,11483,N36424661,E003150518,11483,NULL,M 
370,NULL,DAAG,DA,RW27,11483,N36412810,E003123580,11483,NULL,M 
371,NULL,DAAJ,DA,RW02,7874,N24162630,E009263832,7874,NULL,M 
372,NULL,DAAJ,DA,RW12,9843,N24173277,E009271052,9843,NULL,M 
373,NULL,DAAJ,DA,RW20,7874,N24173861,E009270918,7874,NULL,M 
374,NULL,DAAJ,DA,RW30,9843,N24163674,E009283746,9843,NULL,M 
375,NULL,DAAT,DA,RW02,11811,N22474660,E005263992,11483,NULL,M 
376,AFR,DAAT,DA,RW08,10335,N22482606,E005252207,10335,NULL,M 
377,NULL,DAAT,DA,RW20,11811,N22493529,E005272730,11483,NULL,M 
378,AFR,DAAT,DA,RW26,10335,N22484077,E005271137,10335,NULL,M 
379,NULL,DAAV,DA,RW17,7874,N36482090,E005521705,7874,NULL,M 
380,NULL,DAAV,DA,RW35,7874,N36470400,E005523217,7874,NULL,M 
381,AFR,DABB,DA,RW36,9843,N36490902,E007483201,9843,NULL,M 
382,AFR,DABB,DA,RW05,7513,N36491420,E007482404,7513,NULL,M 
383,AFR,DABB,DA,RW18,9843,N36504241,E007484606,9843,NULL,M 
384,AFR,DABB,DA,RW23,7513,N36500008,E007493672,7513,NULL,M 
385,NULL,DABC,DA,RW13,7874,N36170408,E006365334,7874,NULL,M 
386,NULL,DABC,DA,RW31,7874,N36160798,E006380002,7874,NULL,M 
387,NULL,DABS,DA,RW11,9843,N35261849,E008063090,9843,NULL,FT
389,NULL,DABS,DA,RW29,9843,N35254044,E008082038,9843,NULL,FT
390,NULL,DABS,DA,RW30,7874,N35252488,E008075430,7874,NULL,M 
391,NULL,DAOB,DA,RW08,9843,N35201986,E001264828,9843,NULL,M 
392,NULL,DAOB,DA,RW26,9843,N35203521,E001284559,9843,NULL,M 
395,NULL,DAOI,DA,RW07,5413,N36123487,E001192415,5413,NULL,M 
396,NULL,DAOI,DA,RW25,5413,N36125627,E001202457,5413,NULL,M 
399,NULL,DAON,DA,RW07,8530,N35003400,W001281390,8530,NULL,M 
400,NULL,DAON,DA,RW25,8530,N35010271,W001263840,8530,NULL,M 
401,NULL,DAOO,DA,RW07L,11811,N35365991,W000383170,11811,NULL,M 
402,NULL,DAOO,DA,RW25R,11811,N35374422,W000362190,11811,NULL,M 
407,AFR,DAUA,DA,RW04,9843,N27493800,W000114600,9843,NULL,M 
408,NULL,DAUA,DA,RW22,9843,N27505300,W000103600,9843,NULL,M 
409,NULL,DAUB,DA,RW13,10171,N34481007,E005432788,10171,NULL,M 
410,NULL,DAUB,DA,RW31,10171,N34470600,E005450200,10171,NULL,M 
411,NULL,DAUE,DA,RW10,5906,N30341299,E002512804,5906,NULL,M 
412,NULL,DAUE,DA,RW18,11319,N30360626,E002514101,11319,NULL,M 
413,NULL,DAUE,DA,RW28,5906,N30340052,E002523366,5906,NULL,M 
414,NULL,DAUE,DA,RW36,11319,N30341418,E002514174,11319,NULL,M 
415,NULL,DAUG,DA,RW12,10171,N32230281,E003474209,10171,NULL,M 
416,NULL,DAUG,DA,RW30,10171,N32220925,E003492232,10171,NULL,M 
417,NULL,DAUH,DA,RW36,9843,N31393347,E006082113,9843,NULL,M 
418,AFR,DAUH,DA,RW18,9843,N31411109,E006082956,9843,NULL,M 
419,NULL,DAUI,DA,RW05,9843,N27143224,E002300025,9843,NULL,M 
420,NULL,DAUI,DA,RW23,9843,N27153369,E002312509,9843,NULL,M 
421,NULL,DAUK,DA,RW01,9843,N33033652,E006051408,9843,NULL,M 
422,NULL,DAUK,DA,RW19,9843,N33051289,E006053126,9843,NULL,M 
423,NULL,DAUO,DA,RW02,6562,N33294384,E006463326,6562,NULL,M 
424,NULL,DAUO,DA,RW13,9843,N33313850,E006454302,9843,NULL,M 
425,NULL,DAUO,DA,RW20,6562,N33304533,E006470045,6562,NULL,M 
426,NULL,DAUO,DA,RW31,9843,N33303624,E006471238,9843,NULL,M 
427,NULL,DAUT,DA,RW06,9843,N29134470,E000154747,9843,NULL,M 
428,NULL,DAUT,DA,RW24,9843,N29143857,E000171998,9843,NULL,M 
429,NULL,DAUU,DA,RW02,9843,N31542043,E005241657,9843,NULL,M 
430,NULL,DAUU,DA,RW20,9843,N31555282,E005244781,9843,NULL,M 
431,NULL,DAUZ,DA,RW05,9843,N28024192,E009380599,9843,NULL,M 
432,NULL,DAUZ,DA,RW14,7218,N28040786,E009374482,7218,NULL,M 
433,NULL,DAUZ,DA,RW23,9843,N28034851,E009392624,10827,NULL,M 
434,NULL,DAUZ,DA,RW32,7218,N28030979,E009383060,7218,NULL,M 
435,AFR,DBBB,DB,RW06,7874,N06210313,E002223368,8383,NULL,M 
436,AFR,DBBB,DB,RW24,7874,N06214938,E002233516,7874,NULL,M 
437,AFR,DFFD,DF,RW04,9843,N12203023,W001311199,10663,NULL,M 
438,AFR,DFFD,DF,RW22,9843,N12215214,W001301711,13123,NULL,M 
439,AFR,DFOO,DF,RW06,10827,N11090280,W004203555,10827,NULL,M 
440,AFR,DFOO,DF,RW24,10827,N11100780,W004190898,10827,NULL,M 
441,AFR,DGAA,DG,RW03,11175,N05352630,W000102356,11362,NULL,M 
442,AFR,DGAA,DG,RW21,11175,N05365640,W000094650,11175,NULL,M 
443,AFR,DIAP,DI,RW03,9843,N05145539,W003555175,10663,NULL,M 
444,AFR,DIAP,DI,RW21,9843,N05162566,W003551452,9843,NULL,M 
445,NULL,DIBK,DI,RW03,10827,N07433077,W005044745,12106,NULL,M 
446,NULL,DIBK,DI,RW21,10827,N07450890,W005040359,12106,NULL,M 
447,NULL,DIYO,DI,RW05,9843,N06533473,W005223067,10367,NULL,M 
448,AFR,DIYO,DI,RW23,9843,N06544776,W005212550,10499,NULL,M 
449,NULL,DNAA,DN,RW04,11844,N08593640,E007151346,12992,NULL,M 
450,NULL,DNAA,DN,RW22,11844,N09011253,E007162140,12992,NULL,M 
451,AFR,DNKN,DN,RW05,8038,N12021992,E008311874,8038,NULL,M 
452,NULL,DNKN,DN,RW06,10827,N12022981,E008302393,10827,NULL,M 
453,AFR,DNKN,DN,RW23,8038,N12031666,E008321568,8038,NULL,M 
454,NULL,DNKN,DN,RW24,10827,N12032169,E008315956,10827,NULL,M 
455,NULL,DNMA,DN,RW05,9843,N11504539,E013041656,9843,NULL,M 
456,NULL,DNMA,DN,RW23,9843,N11515238,E013052871,9843,NULL,M 
457,NULL,DNMM,DN,RW36L,12795,N06330909,E003184881,12795,NULL,M 
458,AFR,DNMM,DN,RW36R,9006,N06341999,E003194491,9006,NULL,M 
459,AFR,DNMM,DN,RW18L,9006,N06354925,E003194379,9006,NULL,M 
460,NULL,DNMM,DN,RW18R,12795,N06351602,E003184727,12795,NULL,M 
461,NULL,DNPO,DN,RW03,9843,N05001265,E006563527,9843,NULL,M 
462,NULL,DNPO,DN,RW21,9843,N05013866,E006572137,9843,NULL,M 
463,NULL,DNSO,DN,RW08,9843,N12544599,E005113640,9843,NULL,M 
464,AFR,DNSO,DN,RW26,9843,N12550846,E005131327,9843,NULL,M 
465,AFR,DRRN,DR,RW09R,9843,N13285380,E002100989,10499,NULL,M 
466,AFR,DRRN,DR,RW27L,9843,N13285841,E002114963,10827,NULL,M 
467,NULL,DRZA,DR,RW07L,9843,N16573977,E007591358,10171,NULL,M 
468,NULL,DRZA,DR,RW25R,9843,N16581589,E008004735,10171,NULL,M 
469,NULL,DTKA,DT,RW09,9416,N36585107,E008513262,9416,NULL,M 
470,NULL,DTKA,DT,RW27,9416,N36584613,E008532804,9416,NULL,M 
471,NULL,DTMB,DT,RW07,9744,N35451463,E010441775,9744,NULL,M 
472,NULL,DTMB,DT,RW25,9744,N35454181,E010461113,9744,NULL,M 
473,AFR,DTTA,DT,RW01,10499,N36502067,E010132547,10499,NULL,M 
474,AFR,DTTA,DT,RW11,9350,N36511532,E010130370,9350,NULL,M 
475,AFR,DTTA,DT,RW19,10499,N36520209,E010135308,10499,NULL,M 
476,AFR,DTTA,DT,RW29,9350,N36504246,E010144252,9350,NULL,M 
477,NULL,DTTF,DT,RW05,9514,N34244844,E008483848,9514,NULL,M 
478,NULL,DTTF,DT,RW23,9514,N34255080,E008500357,9514,NULL,M 
479,AFR,DTTJ,DT,RW09,10210,N33523011,E010453723,10210,NULL,M 
480,AFR,DTTJ,DT,RW27,10210,N33523311,E010473827,10210,NULL,M 
481,AFR,DTTR,DT,RW11,8858,N31423105,E009142802,9055,NULL,M 
482,AFR,DTTR,DT,RW29,8858,N31415770,E009160283,9055,NULL,M 
483,NULL,DTTX,DT,RW15,8858,N34433630,E010410193,8858,NULL,M 
484,NULL,DTTX,DT,RW33,8858,N34422186,E010415831,8858,NULL,M 
485,NULL,DTTZ,DT,RW09,8406,N33562267,E008050091,8406,NULL,M 
486,NULL,DTTZ,DT,RW27,8406,N33562255,E008064096,8406,NULL,M 
487,NULL,DXNG,DX,RW03,8202,N09452482,E001051243,8530,NULL,M 
488,NULL,DXNG,DX,RW21,8202,N09463974,E001054452,8530,NULL,M 
489,AFR,DXXX,DX,RW04,9843,N06091846,E001144447,10827,NULL,M 
490,AFR,DXXX,DX,RW22,9843,N06103484,E001154535,10827,NULL,M 
491,EUR,EBAW,EB,RW11,4954,N51113070,E004271719,4954,NULL,M 
492,EUR,EBAW,EB,RW29,4954,N51111575,E004282345,4954,NULL,M 
495,EUR,EBBR,EB,RW01,9800,N50531439,E004292968,9800,NULL,M 
496,EUR,EBBR,EB,RW07L,11936,N50540054,E004273580,11936,NULL,M 
497,EUR,EBBR,EB,RW07R,10535,N50532189,E004285540,9485,NULL,M 
498,EUR,EBBR,EB,RW19,9800,N50543964,E004300446,9800,NULL,M 
499,EUR,EBBR,EB,RW25L,10535,N50535619,E004312388,10535,NULL,M 
500,EUR,EBBR,EB,RW25R,11936,N50544157,E004295779,11936,NULL,M 
501,EUR,EBCI,EB,RW06,8366,N50272466,E004263297,8366,NULL,M 
502,EUR,EBCI,EB,RW24,8366,N50275283,E004280995,8563,NULL,M 
504,NULL,EBFN,EB,RW11,8760,N51053733,E002380981,8760,NULL,M 
506,NULL,EBFN,EB,RW29,8760,N51051224,E002401063,8760,NULL,M 
507,EUR,EBKT,EB,RW06,6234,N50485318,E003114967,5827,NULL,M 
508,EUR,EBKT,EB,RW24,6234,N50491940,E003130737,6234,NULL,M 
509,EUR,EBLG,EB,RW04L,7677,N50375259,E005254850,7677,NULL,M 
510,EUR,EBLG,EB,RW04R,12106,N50374310,E005254882,12106,NULL,M 
511,EUR,EBLG,EB,RW22L,12106,N50385263,E005273908,12106,NULL,M 
512,EUR,EBLG,EB,RW22R,7677,N50384591,E005271303,7677,NULL,M 
513,NULL,EBOS,EB,RW08,10499,N51114985,E002512468,10499,NULL,M 
514,EUR,EBOS,EB,RW26,10499,N51120857,E002532917,10499,NULL,M 
515,NULL,EDAB,ED,RW07,7218,N51112648,E014301683,7218,NULL,M 
516,NULL,EDAB,ED,RW25,7218,N51114693,E014320530,7218,NULL,M 
517,NULL,EDAH,ED,RW10,7562,N53525387,E014080421,7562,NULL,M 
518,NULL,EDAH,ED,RW28,7562,N53523393,E014100580,7562,NULL,M 
520,EUR,EDDB,ED,RW07L,11811,N52220368,E013290609,12008,NULL,M 
521,EUR,EDDB,ED,RW25R,11811,N52223875,E013313395,12008,NULL,M 
523,NULL,EDDC,ED,RW04,9350,N51072879,E013451683,9547,NULL,M 
524,NULL,EDDC,ED,RW22,9350,N51083116,E013464268,9547,NULL,M 
525,NULL,EDDE,ED,RW10,8530,N50585260,E010562304,9186,NULL,M 
526,NULL,EDDE,ED,RW28,8530,N50584289,E010582457,9186,NULL,M 
527,NULL,EDDF,ED,RW07C,13123,N50015742,E008320467,13123,NULL,M 
528,EUR,EDDF,ED,RW07R,13123,N50013915,E008320303,13123,NULL,M 
530,EUR,EDDF,ED,RW18,13123,N50020301,E008313335,13025,NULL,M 
531,NULL,EDDF,ED,RW25L,13123,N50022419,E008351151,13123,NULL,M 
532,EUR,EDDF,ED,RW25C,13123,N50024246,E008351313,13123,NULL,M 
534,EUR,EDDF,ED,RW36,13123,N49595453,E008313462,NULL,NULL,M 
535,NULL,EDDG,ED,RW07,7119,N52075347,E007401218,7316,NULL,M 
536,NULL,EDDG,ED,RW25,7119,N52081416,E007415012,7316,NULL,M 
537,NULL,EDDH,ED,RW05,10663,N53371185,E009580180,10860,NULL,M 
538,NULL,EDDH,ED,RW15,12028,N53391588,E009583076,10761,NULL,M 
539,EUR,EDDH,ED,RW23,10663,N53380964,E009595876,10860,NULL,M 
540,NULL,EDDH,ED,RW33,12028,N53374325,E009595081,12224,NULL,M 
545,EUR,EDDK,ED,RW06,8068,N50513644,E007072561,8264,NULL,M 
546,NULL,EDDK,ED,RW14L,12516,N50524969,E007074467,12713,NULL,M 
547,EUR,EDDK,ED,RW14R,6112,N50521504,E007071510,6309,NULL,M 
548,EUR,EDDK,ED,RW24,8068,N50521081,E007091898,8264,NULL,M 
549,EUR,EDDK,ED,RW32L,6112,N50513062,E007081947,6309,NULL,M 
550,EUR,EDDK,ED,RW32R,12516,N50511870,E007095649,12713,NULL,M 
551,EUR,EDDL,ED,RW05L,8858,N51170713,E006450764,8071,NULL,M 
552,EUR,EDDL,ED,RW05R,9843,N51165245,E006451947,9055,NULL,M 
554,EUR,EDDL,ED,RW23L,9843,N51173943,E006465807,9055,NULL,M 
555,EUR,EDDL,ED,RW23R,8858,N51174825,E006463393,8071,NULL,M 
557,NULL,EDDM,ED,RW08L,13123,N48214596,E011460318,13320,NULL,M 
558,NULL,EDDM,ED,RW08R,13123,N48202641,E011450366,13320,NULL,M 
559,NULL,EDDM,ED,RW26L,13123,N48204127,E011481661,13320,NULL,M 
560,NULL,EDDM,ED,RW26R,13123,N48220079,E011491622,13320,NULL,M 
561,EUR,EDDN,ED,RW10,8858,N49300198,E011033301,9055,NULL,M 
562,EUR,EDDN,ED,RW28,8858,N49294893,E011054569,9055,NULL,M 
563,NULL,EDDP,ED,RW08L,11811,N51255247,E012125697,12795,NULL,M 
565,NULL,EDDP,ED,RW26R,11811,N51260113,E012160280,12795,NULL,M 
567,NULL,EDDR,ED,RW09,6529,N49125107,E007054960,6562,NULL,M 
568,NULL,EDDR,ED,RW27,6529,N49125375,E007072047,6529,NULL,M 
569,EUR,EDDS,ED,RW07,10974,N48411132,E009121456,10974,NULL,M 
570,EUR,EDDS,ED,RW25,10974,N48413846,E009143769,9990,NULL,M 
571,EUR,EDDT,ED,RW08L,9918,N52332751,E013155670,9918,NULL,M 
572,EUR,EDDT,ED,RW08R,7966,N52332458,E013163543,7966,NULL,M 
573,EUR,EDDT,ED,RW26L,7966,N52333537,E013182564,7966,NULL,M 
574,EUR,EDDT,ED,RW26R,9918,N52334304,E013183513,9918,NULL,M 
575,EUR,EDDV,ED,RW09L,10499,N52280568,E009390969,10696,NULL,M 
576,NULL,EDDV,ED,RW09R,7677,N52271795,E009403637,7874,NULL,M 
577,NULL,EDDV,ED,RW27L,7677,N52271451,E009424014,7874,NULL,M 
578,EUR,EDDV,ED,RW27R,10499,N52280101,E009415902,10696,NULL,M 
579,NULL,EDDW,ED,RW09,6693,N53024767,E008462803,6890,NULL,M 
580,NULL,EDDW,ED,RW27,6693,N53025015,E008481746,6890,NULL,M 
581,EUR,EDFH,ED,RW03,12467,N49560122,E007145677,11483,NULL,M 
582,EUR,EDFH,ED,RW21,12467,N49572861,E007162295,12664,NULL,M 
583,EUR,EDHI,ED,RW05,10443,N53314286,E009491643,10443,NULL,M 
584,EUR,EDHI,ED,RW23,10443,N53322022,E009503565,9629,NULL,M 
585,EUR,EDHK,ED,RW08,4134,N54224414,E010081439,4331,NULL,M 
586,EUR,EDHK,ED,RW26,4134,N54224856,E010091128,3871,NULL,M 
587,NULL,EDHL,ED,RW07,6896,N53480876,E010421519,7388,NULL,M 
588,NULL,EDHL,ED,RW25,6896,N53482797,E010435504,7224,NULL,M 
589,EUR,EDLN,ED,RW13,3937,N51140140,E006295203,4626,NULL,M 
590,EUR,EDLN,ED,RW31,3937,N51133716,E006304034,4626,NULL,M 
591,EUR,EDLP,ED,RW06,7152,N51363140,E008361138,7349,NULL,M 
592,EUR,EDLP,ED,RW24,7152,N51371003,E008374613,7349,NULL,M 
593,EUR,EDLW,ED,RW06,6562,N51305766,E007362039,6759,NULL,M 
594,EUR,EDLW,ED,RW24,6562,N51311991,E007372363,6759,NULL,M 
595,EUR,EDMA,ED,RW07,5230,N48252419,E010552478,5089,NULL,M 
596,EUR,EDMA,ED,RW25,5230,N48253737,E010562375,5266,NULL,M 
597,NULL,EDMO,ED,RW04,7500,N48042653,E011162303,7500,NULL,M 
598,NULL,EDMO,ED,RW22,7500,N48052113,E011173758,7500,NULL,M 
599,EUR,EDNY,ED,RW06,7730,N47400210,E009300361,7251,NULL,M 
600,EUR,EDNY,ED,RW24,7730,N47403241,E009312176,7041,NULL,M 
601,NULL,EDOP,ED,RW06,9843,N53251671,E011454673,10039,NULL,M 
602,NULL,EDOP,ED,RW24,9843,N53255767,E011481402,10039,NULL,M 
603,NULL,EDQD,ED,RW06,3392,N49585769,E011380418,3392,NULL,M 
604,NULL,EDQD,ED,RW24,3392,N49591450,E011384905,3392,NULL,M 
605,NULL,EDQM,ED,RW08,4856,N50171821,E011504942,4856,NULL,M 
606,NULL,EDQM,ED,RW26,4856,N50172035,E011514893,5052,NULL,M 
607,NULL,EDRZ,ED,RW03,8776,N49120066,E007233270,8776,NULL,M 
608,NULL,EDRZ,ED,RW21,8776,N49130791,E007243199,8776,NULL,M 
609,NULL,EDSB,ED,RW03,9843,N48461149,E008041778,10039,NULL,M 
610,NULL,EDSB,ED,RW21,9843,N48471985,E008052184,10039,NULL,M 
611,NULL,EDTL,ED,RW03,9843,N48212655,E007490527,9843,NULL,M 
612,NULL,EDTL,ED,RW21,9843,N48225206,E007501435,9843,NULL,M 
613,EUR,EDVE,ED,RW08,7546,N52190718,E010324736,7546,NULL,M 
614,EUR,EDVE,ED,RW26,7546,N52191306,E010343250,7546,NULL,M 
619,NULL,EDXW,ED,RW06,5564,N54543390,E008194502,5564,NULL,M 
620,NULL,EDXW,ED,RW14,6955,N54550965,E008195838,7152,NULL,M 
621,NULL,EDXW,ED,RW24,5564,N54550162,E008210718,5564,NULL,M 
622,NULL,EDXW,ED,RW32,6955,N54541386,E008210754,7152,NULL,M 
623,EEU,EEKA,EE,RW14,4987,N58594753,E022492547,5479,NULL,M 
624,EEU,EEKA,EE,RW32,4987,N58591269,E022500868,5479,NULL,M 
626,EEU,EEKE,EE,RW17,6562,N58142769,E022303361,6890,NULL,M 
628,EEU,EEKE,EE,RW35,6562,N58132305,E022303452,7054,NULL,M 
629,EEU,EEPU,EE,RW03,2621,N58250897,E024282392,2621,NULL,M 
630,EEU,EEPU,EE,RW21,2621,N58253004,E024285238,2621,NULL,M 
631,EEU,EETN,EE,RW08,11417,N59244797,E024483655,11614,NULL,M 
632,EEU,EETN,EE,RW26,11417,N59244742,E024520195,11614,NULL,M 
633,EEU,EETU,EE,RW08,5906,N58182587,E026401726,6529,NULL,M 
634,EEU,EETU,EE,RW26,5906,N58182747,E026420776,6726,NULL,M 
635,EUR,EFET,EF,RW03,6565,N68211876,E023243779,6565,NULL,M 
636,EUR,EFET,EF,RW21,6565,N68221186,E023261737,6565,NULL,M 
637,NULL,EFHA,EF,RW08,8533,N61511892,E024454307,8533,NULL,M 
638,EUR,EFHA,EF,RW26,8533,N61512463,E024484054,8533,NULL,M 
641,NULL,EFHK,EF,RW04R,11483,N60184065,E024561094,11680,NULL,M 
642,EUR,EFHK,EF,RW15,9518,N60194899,E024575219,9518,NULL,M 
643,NULL,EFHK,EF,RW22L,11483,N60195049,E024584473,11778,NULL,M 
644,EUR,EFHK,EF,RW33,9518,N60182544,E024591783,9518,NULL,M 
645,NULL,EFIV,EF,RW04,8199,N68355866,E027225840,8199,NULL,M 
647,NULL,EFIV,EF,RW22,8199,N68365366,E027254002,8199,NULL,M 
649,NULL,EFJO,EF,RW10,8202,N62395252,E029355159,8202,NULL,M 
650,NULL,EFJO,EF,RW28,8202,N62392448,E029383622,8202,NULL,M 
651,EUR,EFJY,EF,RW12,8533,N62242718,E025393650,8533,NULL,M 
652,EUR,EFJY,EF,RW30,8533,N62232887,E025414690,8533,NULL,M 
655,NULL,EFKE,EF,RW18,8212,N65473486,E024350964,8212,NULL,M 
656,NULL,EFKE,EF,RW36,8212,N65461474,E024344390,8212,NULL,M 
657,NULL,EFKI,EF,RW07,8199,N64170041,E027400133,8199,NULL,M 
658,NULL,EFKI,EF,RW25,8199,N64171498,E027430407,8199,NULL,M 
659,EUR,EFKK,EF,RW01,8202,N63422825,E023081737,8202,NULL,M 
660,EUR,EFKK,EF,RW19,8202,N63434759,E023085100,8202,NULL,M 
661,EUR,EFKS,EF,RW12,8202,N65594133,E029131105,8202,NULL,M 
662,EUR,EFKS,EF,RW30,8202,N65584799,E029153548,8202,NULL,M 
663,EUR,EFKT,EF,RW16,8202,N67424285,E024502315,8202,NULL,M 
664,EUR,EFKT,EF,RW34,8202,N67412451,E024511416,8202,NULL,M 
666,NULL,EFKU,EF,RW15,9186,N63010509,E027471552,9186,NULL,M 
668,NULL,EFKU,EF,RW33,9186,N62594174,E027483267,9186,NULL,M 
669,EUR,EFLP,EF,RW06,8202,N61022443,E028072332,8202,NULL,M 
670,NULL,EFLP,EF,RW24,8202,N61025633,E028095636,8202,NULL,M 
671,EUR,EFMA,EF,RW03,6243,N60065171,E019532892,6243,NULL,M 
672,EUR,EFMA,EF,RW21,6243,N60074815,E019541781,6243,NULL,M 
673,EUR,EFMI,EF,RW11,5584,N61411978,E027112828,5584,NULL,M 
674,EUR,EFMI,EF,RW29,5584,N61410298,E027125326,5584,NULL,M 
676,EUR,EFOU,EF,RW12,8205,N64560901,E025195482,8205,NULL,M 
678,EUR,EFOU,EF,RW30,8205,N64552741,E025223801,8205,NULL,M 
679,EUR,EFPO,EF,RW12,7713,N61280341,E021465804,7713,NULL,M 
680,EUR,EFPO,EF,RW30,7713,N61272731,E021484274,7713,NULL,M 
681,EUR,EFRO,EF,RW03,9849,N66331476,E025483595,9849,NULL,M 
682,EUR,EFRO,EF,RW21,9849,N66343196,E025510307,9849,NULL,M 
683,EUR,EFSA,EF,RW12,7546,N61565669,E028553842,7546,NULL,M 
684,EUR,EFSA,EF,RW30,7546,N61561336,E028574654,7546,NULL,M 
687,EUR,EFTP,EF,RW06,8858,N61243212,E023345371,8858,NULL,M 
688,EUR,EFTP,EF,RW24,8858,N61250973,E023373795,8858,NULL,M 
689,EUR,EFTU,EF,RW08,8202,N60304719,E022142453,8202,NULL,M 
690,EUR,EFTU,EF,RW26,8202,N60305444,E022170772,8202,NULL,M 
691,EUR,EFUT,EF,RW07,6562,N60534032,E026551319,6562,NULL,M 
692,EUR,EFUT,EF,RW25,6562,N60535371,E026572296,6562,NULL,M 
693,EUR,EFVA,EF,RW16,8202,N63034342,E021451616,8202,NULL,M 
694,EUR,EFVA,EF,RW34,8202,N63022615,E021460767,8202,NULL,M 
697,EUR,EGAA,EG,RW07,9121,N54390812,W006140687,10082,NULL,M 
698,EUR,EGAA,EG,RW17,6204,N54392852,W006134304,6198,NULL,M 
699,EUR,EGAA,EG,RW25,9121,N54394599,W006114624,10430,NULL,M 
700,EUR,EGAA,EG,RW35,6204,N54383319,W006131196,6926,NULL,M 
701,EUR,EGAC,EG,RW04,6001,N54364334,W005524714,6657,NULL,M 
702,EUR,EGAC,EG,RW22,6001,N54372948,W005515195,6289,NULL,M 
703,EUR,EGAE,EG,RW08,6460,N55022520,W007103154,9508,NULL,M 
704,EUR,EGAE,EG,RW26,6460,N55024287,W007085006,7438,NULL,M 
706,EUR,EGBB,EG,RW15,10013,N52274852,W001453143,10049,NULL,M 
708,EUR,EGBB,EG,RW33,10013,N52264658,W001442256,10486,NULL,M 
709,EUR,EGBE,EG,RW05,6588,N52215362,W001291826,6119,NULL,M 
710,EUR,EGBE,EG,RW23,6588,N52222903,W001281543,6755,NULL,M 
711,EUR,EGCC,EG,RW05L,10000,N53205120,W002171595,10594,NULL,M 
712,EUR,EGCC,EG,RW23R,10000,N53214075,W002153341,10489,NULL,M 
713,EUR,EGHQ,EG,RW12,9003,N50264934,W005004325,9636,NULL,M 
714,EUR,EGHQ,EG,RW30,9003,N50260917,W004585656,9987,NULL,M 
719,EUR,EGDY,EG,RW04,4800,N51001320,W002383902,5571,NULL,M 
720,EUR,EGDY,EG,RW08,7520,N51002529,W002394215,7805,NULL,M 
721,EUR,EGDY,EG,RW22,4800,N51005101,W002375379,5030,NULL,M 
722,EUR,EGDY,EG,RW26,7520,N51003423,W002374540,7654,NULL,M 
723,EUR,EGFF,EG,RW12,7723,N51240172,W003212017,8212,NULL,M 
724,EUR,EGFF,EG,RW30,7723,N51233283,W003194864,8222,NULL,M 
725,NULL,EGFH,EG,RW04,4429,N51360113,W004042526,3934,NULL,M 
726,NULL,EGFH,EG,RW22,4429,N51363398,W004034649,3934,NULL,M 
727,EUR,EGGD,EG,RW09,6598,N51225559,W002440061,6998,NULL,M 
728,EUR,EGGD,EG,RW27,6598,N51225937,W002422350,9895,NULL,M 
729,EUR,EGGP,EG,RW09,7497,N53195839,W002515761,7756,NULL,M 
730,EUR,EGGP,EG,RW27,7497,N53200390,W002495776,11247,NULL,M 
731,NULL,EGGW,EG,RW07,7093,N51521925,W000230091,10640,NULL,M 
732,NULL,EGGW,EG,RW25,7093,N51523736,W000211615,10640,NULL,M 
733,EUR,EGHH,EG,RW08,7451,N50464248,W001510776,8451,NULL,M 
734,EUR,EGHH,EG,RW26,7451,N50465758,W001493688,6844,NULL,M 
735,NULL,EGHI,EG,RW02,5653,N50563686,W001213790,6007,NULL,M 
736,NULL,EGHI,EG,RW20,5653,N50572587,W001211060,5922,NULL,M 
737,EUR,EGJB,EG,RW09,5194,N49260466,W002364933,5646,NULL,M 
738,EUR,EGJB,EG,RW27,5194,N49260667,W002353678,5902,NULL,M 
739,EUR,EGJJ,EG,RW08,5597,N49122544,W002122194,6198,NULL,M 
740,EUR,EGJJ,EG,RW26,5597,N49123180,W002110566,8100,NULL,M 
741,EUR,EGKB,EG,RW03,5925,N51193244,E000014218,7136,NULL,M 
742,EUR,EGKB,EG,RW21,5925,N51201772,E000021698,5919,NULL,M 
743,EUR,EGKK,EG,RW08L,8415,N51085105,W000122911,9974,NULL,M 
744,EUR,EGKK,EG,RW08R,10879,N51084511,W000122460,10863,NULL,M 
745,EUR,EGKK,EG,RW26L,10879,N51090243,W000101894,11152,NULL,M 
746,EUR,EGKK,EG,RW26R,8415,N51090369,W000105748,8717,NULL,M 
